event,event_name,position,athelete,country,mark
"10,000 Metres men",14th IAAF World Championships,1,Mo Farah,GBR,27:21.71  SB
"10,000 Metres men",14th IAAF World Championships,2,Ibrahim Jeilan,ETH,27:22.23  SB
"10,000 Metres men",14th IAAF World Championships,3,Paul Kipngetich Tanui,KEN,27:22.61
"10,000 Metres men",14th IAAF World Championships,4,Galen Rupp,USA,27:24.39  SB
"10,000 Metres men",14th IAAF World Championships,5,Abera Kuma,ETH,27:25.27
"10,000 Metres men",14th IAAF World Championships,6,Bedan Karoki,KEN,27:27.17
"10,000 Metres men",14th IAAF World Championships,7,Kenneth Kiprop Kipkemoi,KEN,27:28.50  SB
"10,000 Metres men",14th IAAF World Championships,8,Nguse Amlosom,ERI,27:29.21  SB
"10,000 Metres men",14th IAAF World Championships,9,Mohammed Ahmed,CAN,27:35.76  SB
"10,000 Metres men",14th IAAF World Championships,10,Dathan Ritzenhein,USA,27:37.90  SB
"10,000 Metres men",14th IAAF World Championships,11,Thomas Ayeko,UGA,27:40.96  PB
"10,000 Metres men",14th IAAF World Championships,12,Imane Merga,ETH,27:42.02
"10,000 Metres men",14th IAAF World Championships,13,Moses Ndiema Kipsiro,UGA,27:44.53  SB
"10,000 Metres men",14th IAAF World Championships,14,Cameron Levins,CAN,27:47.89  SB
"10,000 Metres men",14th IAAF World Championships,15,Tsuyoshi Ugachi,JPN,27:50.79  SB
"10,000 Metres men",14th IAAF World Championships,16,Dejen Gebremeskel,ETH,27:51.88
"10,000 Metres men",14th IAAF World Championships,17,Goitom Kifle,ERI,27:56.38
"10,000 Metres men",14th IAAF World Championships,18,Chris Derrick,USA,28:04.54  SB
"10,000 Metres men",14th IAAF World Championships,19,Daniele Meucci,ITA,28:06.74  SB
"10,000 Metres men",14th IAAF World Championships,20,Stephen Mokoka,RSA,28:11.61
"10,000 Metres men",14th IAAF World Championships,21,Suguru Osako,JPN,28:19.50
"10,000 Metres men",14th IAAF World Championships,22,Timothy Toroitich,UGA,28:33.61
"10,000 Metres men",14th IAAF World Championships,23,Bashir Abdi,BEL,28:41.69
"10,000 Metres men",14th IAAF World Championships,24,Collis Birmingham,AUS,28:44.82  SB
"10,000 Metres men",14th IAAF World Championships,25,Yevgeny Rybakov,RUS,28:47.49
