event,event_name,position,athelete,country,mark
50 Kilometres Race Walk men,5th IAAF World Championships in Athletics,1,Valentin Kononen,FIN,3:43:42
50 Kilometres Race Walk men,5th IAAF World Championships in Athletics,2,Giovanni Perricelli,ITA,3:45:11
50 Kilometres Race Walk men,5th IAAF World Championships in Athletics,3,Robert Korzeniowski,POL,3:45:57
50 Kilometres Race Walk men,5th IAAF World Championships in Athletics,4,Miguel Ángel Rodríguez,MEX,3:46:34
50 Kilometres Race Walk men,5th IAAF World Championships in Athletics,5,Jesús Ángel GARCÍA,ESP,3:48:05
50 Kilometres Race Walk men,5th IAAF World Championships in Athletics,6,Aleksandar Rakovic,SCG,3:49:35
50 Kilometres Race Walk men,5th IAAF World Championships in Athletics,7,Arturo Di Mezza,ITA,3:49:46
50 Kilometres Race Walk men,5th IAAF World Championships in Athletics,8,René Piller,FRA,3:49:47
50 Kilometres Race Walk men,5th IAAF World Championships in Athletics,9,Sergey Korepanov,KAZ,3:51:55
50 Kilometres Race Walk men,5th IAAF World Championships in Athletics,10,Nikolay Matyukhin,RUS,3:53:25
50 Kilometres Race Walk men,5th IAAF World Championships in Athletics,11,Štefan Malík,SVK,3:54:23
50 Kilometres Race Walk men,5th IAAF World Championships in Athletics,12,Carlos Mercenário,MEX,3:55:24
50 Kilometres Race Walk men,5th IAAF World Championships in Athletics,13,Axel Noack,GER,3:55:51
50 Kilometres Race Walk men,5th IAAF World Championships in Athletics,14,Tim Berrett,CAN,3:57:13
50 Kilometres Race Walk men,5th IAAF World Championships in Athletics,15,Aleksey Voyevodin,RUS,3:59:23
50 Kilometres Race Walk men,5th IAAF World Championships in Athletics,16,Jaime Barroso,ESP,4:01:23
50 Kilometres Race Walk men,5th IAAF World Championships in Athletics,17,Pavol Blazek,SVK,4:03:45
50 Kilometres Race Walk men,5th IAAF World Championships in Athletics,18,Henrik Kjellgren,SWE,4:04:38
50 Kilometres Race Walk men,5th IAAF World Championships in Athletics,19,Miloš Holuša,CZE,4:04:59
50 Kilometres Race Walk men,5th IAAF World Championships in Athletics,20,Fumio Imamura,JPN,4:06:08
50 Kilometres Race Walk men,5th IAAF World Championships in Athletics,21,José Magalhães,POR,4:09:38
50 Kilometres Race Walk men,5th IAAF World Championships in Athletics,22,Craig Barrett,NZL,4:10:26
50 Kilometres Race Walk men,5th IAAF World Championships in Athletics,23,Andrés Marín,ESP,4:12:01
50 Kilometres Race Walk men,5th IAAF World Championships in Athletics,24,Jean-Claude Corre,FRA,4:12:38
50 Kilometres Race Walk men,5th IAAF World Championships in Athletics,25,Eloy Quispe,BOL,4:16:21
50 Kilometres Race Walk men,5th IAAF World Championships in Athletics,26,Michael Harvey,AUS,4:16:41
