event,event_name,position,athelete,country,mark
Long Jump women,2nd IAAF World Championships in Athletics,1,Jackie Joyner-Kersee,USA,7.36
Long Jump women,2nd IAAF World Championships in Athletics,2,Yelena Belevskaya,URS,7.14
Long Jump women,2nd IAAF World Championships in Athletics,3,Heike Drechsler,GDR,7.13
Long Jump women,2nd IAAF World Championships in Athletics,4,Helga Radtke,GDR,7.01
Long Jump women,2nd IAAF World Championships in Athletics,5,Galina Chistyakova,URS,6.99
Long Jump women,2nd IAAF World Championships in Athletics,6,Irina Valyukevich,URS,6.89
Long Jump women,2nd IAAF World Championships in Athletics,7,Jennifer Innis,USA,6.80
Long Jump women,2nd IAAF World Championships in Athletics,8,Nicole Boegman,AUS,6.63
Long Jump women,2nd IAAF World Championships in Athletics,9,Ljudmila Ninova-Rudoll,BUL,6.50
Long Jump women,2nd IAAF World Championships in Athletics,10,Sylvia Khristova-Moneva,BUL,6.45
Long Jump women,2nd IAAF World Championships in Athletics,11,Sheila Echols,USA,6.39
Long Jump women,2nd IAAF World Championships in Athletics,12,Lene Demsitz,DEN,6.11
