event,event_name,position,athelete,country,mark
Pole Vault men,"IAAF World Athletics Championships, DOHA 2019",1,Sam Kendricks,USA,5.97
Pole Vault men,"IAAF World Athletics Championships, DOHA 2019",2,Armand Duplantis,SWE,5.97
Pole Vault men,"IAAF World Athletics Championships, DOHA 2019",3,Piotr Lisek,POL,5.87
Pole Vault men,"IAAF World Athletics Championships, DOHA 2019",4,Bo Kanda Lita Baehre,GER,5.70
Pole Vault men,"IAAF World Athletics Championships, DOHA 2019",5,Thiago Braz,BRA,5.70
Pole Vault men,"IAAF World Athletics Championships, DOHA 2019",6,Raphael Holzdeppe,GER,5.70
Pole Vault men,"IAAF World Athletics Championships, DOHA 2019",6,Valentin Lavillenie,FRA,5.70
Pole Vault men,"IAAF World Athletics Championships, DOHA 2019",8,Claudio Michel Stecchi,ITA,5.70
Pole Vault men,"IAAF World Athletics Championships, DOHA 2019",9,Bokai Huang,CHN,5.55
Pole Vault men,"IAAF World Athletics Championships, DOHA 2019",10,Augusto Dutra,BRA,5.55
Pole Vault men,"IAAF World Athletics Championships, DOHA 2019",10,Cole Walsh,USA,5.55
Pole Vault men,"IAAF World Athletics Championships, DOHA 2019",12,Ben Broeders,BEL,5.55
