event,event_name,position,athelete,country,mark
"10,000 Metres women",2nd IAAF World Championships in Athletics,1,Ingrid Kristiansen,NOR,31:05.85
"10,000 Metres women",2nd IAAF World Championships in Athletics,2,Olena Vyazova,URS,31:09.40
"10,000 Metres women",2nd IAAF World Championships in Athletics,3,Kathrin Wessel,GDR,31:11.34
"10,000 Metres women",2nd IAAF World Championships in Athletics,4,Olga Bondarenko,URS,31:18.38
"10,000 Metres women",2nd IAAF World Championships in Athletics,5,Liz McColgan-Nuttall,GBR,31:19.82
"10,000 Metres women",2nd IAAF World Championships in Athletics,6,Lynn Jennings,USA,31:45.43
"10,000 Metres women",2nd IAAF World Championships in Athletics,7,Albertina Machado,POR,31:46.61
"10,000 Metres women",2nd IAAF World Championships in Athletics,8,Xiuting Wang,CHN,31:48.88
"10,000 Metres women",2nd IAAF World Championships in Athletics,9,Angela Tooby,GBR,31:55.30
"10,000 Metres women",2nd IAAF World Championships in Athletics,10,Kerstin Pressler,FRG,31:56.80
"10,000 Metres women",2nd IAAF World Championships in Athletics,11,Martine Oppliger,SUI,32:07.49
"10,000 Metres women",2nd IAAF World Championships in Athletics,12,Marleen Renders,BEL,32:12.51
"10,000 Metres women",2nd IAAF World Championships in Athletics,13,Lynn Nelson,USA,32:22.88
"10,000 Metres women",2nd IAAF World Championships in Athletics,14,Christine McMiken,NZL,32:25.67
"10,000 Metres women",2nd IAAF World Championships in Athletics,15,Francie Larrieu-Smith,USA,32:30.00
"10,000 Metres women",2nd IAAF World Championships in Athletics,16,Nancy Rooks-Tinari,CAN,32:31.55
"10,000 Metres women",2nd IAAF World Championships in Athletics,17,Aurora Cunha,POR,32:44.42
"10,000 Metres women",2nd IAAF World Championships in Athletics,18,Kumi Araki,JPN,33:15.08
"10,000 Metres women",2nd IAAF World Championships in Athletics,19,Ana Isabel Alonso,ESP,33:20.65
"10,000 Metres women",2nd IAAF World Championships in Athletics,20,Tuija Toivonen-Jousimaa,FIN,33:25.46
"10,000 Metres women",2nd IAAF World Championships in Athletics,21,Lorraine Moller,NZL,34:07.26
