event,event_name,position,athelete,country,mark
Pole Vault women,"World Athletics Championships, Oregon 2022",1,Katie NAGEOTTE,USA,4.85
Pole Vault women,"World Athletics Championships, Oregon 2022",2,Sandi MORRIS,USA,4.85
Pole Vault women,"World Athletics Championships, Oregon 2022",3,Nina KENNEDY,AUS,4.80
Pole Vault women,"World Athletics Championships, Oregon 2022",4,Tina ŠUTEJ,SLO,4.70
Pole Vault women,"World Athletics Championships, Oregon 2022",5,Aikaterini STEFANIDI,GRE,4.70
Pole Vault women,"World Athletics Championships, Oregon 2022",6,Wilma MURTO,FIN,4.60
Pole Vault women,"World Athletics Championships, Oregon 2022",6,Ling LI,CHN,4.60
Pole Vault women,"World Athletics Championships, Oregon 2022",8,Angelica MOSER,SUI,4.60
Pole Vault women,"World Athletics Championships, Oregon 2022",9,Anicka NEWELL,CAN,4.45
Pole Vault women,"World Athletics Championships, Oregon 2022",10,Jacqueline OTCHERE,GER,4.45
Pole Vault women,"World Athletics Championships, Oregon 2022",11,Ninon CHAPELLE,FRA,4.45
Pole Vault women,"World Athletics Championships, Oregon 2022",12,Gabriela LEON,USA,4.30
Pole Vault women,"World Athletics Championships, Oregon 2022",13,Huiqin XU,CHN,4.30
