event,event_name,position,athelete,country,mark
High Jump women,12th IAAF World Championships in Athletics,1,Blanka Vlašic,CRO,2.04
High Jump women,12th IAAF World Championships in Athletics,2,Ariane Friedrich,GER,2.02
High Jump women,12th IAAF World Championships in Athletics,3,Antonietta Di Martino,ITA,1.99
High Jump women,12th IAAF World Championships in Athletics,4,Ruth Beitia,ESP,1.99
High Jump women,12th IAAF World Championships in Athletics,5,Svetlana Shkolina,RUS,1.96
High Jump women,12th IAAF World Championships in Athletics,6,Emma Green,SWE,1.96
High Jump women,12th IAAF World Championships in Athletics,6,Chaunté Lowe,USA,1.96
High Jump women,12th IAAF World Championships in Athletics,8,Melanie Melfort,FRA,1.92
High Jump women,12th IAAF World Championships in Athletics,9,Meike Kröger,GER,1.87
High Jump women,12th IAAF World Championships in Athletics,10,Amy Acuff,USA,1.87
