event,event_name,position,athelete,country,mark
Javelin Throw women,5th IAAF World Championships in Athletics,1,Natalya Shikolenko,BLR,67.56
Javelin Throw women,5th IAAF World Championships in Athletics,2,Felicia Tilea-Moldovan,ROU,65.22
Javelin Throw women,5th IAAF World Championships in Athletics,3,Mikaela Ingberg,FIN,65.16
Javelin Throw women,5th IAAF World Championships in Athletics,4,Heli Rantanen,FIN,65.04
Javelin Throw women,5th IAAF World Championships in Athletics,5,Joanna Stone-Nixon,AUS,63.74
Javelin Throw women,5th IAAF World Championships in Athletics,6,Tanja Damaske,GER,62.32
Javelin Throw women,5th IAAF World Championships in Athletics,7,Isel López,CUB,60.80
Javelin Throw women,5th IAAF World Championships in Athletics,8,Yekaterina Ivakina,RUS,59.82
Javelin Throw women,5th IAAF World Championships in Athletics,9,Renata Strašek,SLO,59.10
Javelin Throw women,5th IAAF World Championships in Athletics,10,Jette Jeppesen,DEN,58.84
Javelin Throw women,5th IAAF World Championships in Athletics,11,Steffi Nerius,GER,56.50
Javelin Throw women,5th IAAF World Championships in Athletics,12,Miréla Manjani,ALB,55.56
