event,event_name,position,athelete,country,mark
"10,000 Metres women",6th IAAF World Championships In Athletics,1,Sally Barsosio,KEN,31:32.92   WJR
"10,000 Metres women",6th IAAF World Championships In Athletics,2,Fernanda Ribeiro,POR,31:39.15   SB
"10,000 Metres women",6th IAAF World Championships In Athletics,3,Masako Chiba,JPN,31:41.93
"10,000 Metres women",6th IAAF World Championships In Athletics,4,Berhane Adere,ETH,31:48.95   PB
"10,000 Metres women",6th IAAF World Championships In Athletics,5,Xiujuan Ren,CHN,31:50.63   SB
"10,000 Metres women",6th IAAF World Championships In Athletics,6,Tegla Loroupe,KEN,32:00.93
"10,000 Metres women",6th IAAF World Championships In Athletics,7,Siju Yang,CHN,32:01.61   SB
"10,000 Metres women",6th IAAF World Championships In Athletics,8,Colleen De Reuck,RSA,32:03.81   SB
"10,000 Metres women",6th IAAF World Championships In Athletics,9,Silvia Sommaggio,ITA,32:16.92
"10,000 Metres women",6th IAAF World Championships In Athletics,10,Chiemi Takahashi,JPN,32:23.61
"10,000 Metres women",6th IAAF World Championships In Athletics,11,Nora Leticia Rocha,MEX,32:34.58
"10,000 Metres women",6th IAAF World Championships In Athletics,12,Julia Vaquero,ESP,32:36.91
"10,000 Metres women",6th IAAF World Championships In Athletics,13,Annette Peters,USA,32:43.38
"10,000 Metres women",6th IAAF World Championships In Athletics,14,Chantal Dällenbach,FRA,32:51.20
"10,000 Metres women",6th IAAF World Championships In Athletics,15,Annemari KIEKARA,FIN,33:00.11
"10,000 Metres women",6th IAAF World Championships In Athletics,16,Hiromi Masuda,JPN,33:03.14
"10,000 Metres women",6th IAAF World Championships In Athletics,17,Elana Meyer,RSA,33:05.82   SB
