event,event_name,position,athelete,country,mark
1500 Metres women,7th IAAF World Championships in Athletics,1,Svetlana Masterkova,RUS,3:59.53   SB
1500 Metres women,7th IAAF World Championships in Athletics,2,Regina Jacobs,USA,4:00.35   PB
1500 Metres women,7th IAAF World Championships in Athletics,3,Kutre Dulecha,ETH,4:00.96   SB
1500 Metres women,7th IAAF World Championships in Athletics,4,Violeta Beclea-Szekely,ROU,4:00.98
1500 Metres women,7th IAAF World Championships in Athletics,5,Carla Sacramento,POR,4:01.29   SB
1500 Metres women,7th IAAF World Championships in Athletics,6,Elena Antoci,ROU,4:04.27   PB
1500 Metres women,7th IAAF World Championships in Athletics,7,Anna Jakubczak Pawelec,POL,4:04.40
1500 Metres women,7th IAAF World Championships in Athletics,8,Ana Amelia Menéndez,ESP,4:04.72
1500 Metres women,7th IAAF World Championships in Athletics,9,Lidia Chojecka,POL,4:05.55
1500 Metres women,7th IAAF World Championships in Athletics,10,Marla Runyan,USA,4:06.45
1500 Metres women,7th IAAF World Championships in Athletics,11,Jackline Maranga,KEN,4:07.28
1500 Metres women,7th IAAF World Championships in Athletics,12,Anita Weyermann,SUI,4:17.86
