event,event_name,position,athelete,country,mark
Marathon men,8th IAAF World Championships,1,Gezahegne Abera,ETH,2:12:42  SB
Marathon men,8th IAAF World Championships,2,Simon Biwott,KEN,2:12:43
Marathon men,8th IAAF World Championships,3,Stefano Baldini,ITA,2:13:18
Marathon men,8th IAAF World Championships,4,Tesfaye Tola,ETH,2:13:58
Marathon men,8th IAAF World Championships,5,Shigeru Aburaya,JPN,2:14:07
Marathon men,8th IAAF World Championships,6,Abdelkader El Mouaziz,MAR,2:15:41
Marathon men,8th IAAF World Championships,7,Tesfaye Jifar,ETH,2:16:52
Marathon men,8th IAAF World Championships,8,Yoshiteru Morishita,JPN,2:17:05
Marathon men,8th IAAF World Championships,9,Takayuki Nishida,JPN,2:17:24
Marathon men,8th IAAF World Championships,10,Semretu Alemayehu,ETH,2:17:35
Marathon men,8th IAAF World Championships,11,Giacomo Leone,ITA,2:17:54
Marathon men,8th IAAF World Championships,12,Atsushi Fujita,JPN,2:18:23
Marathon men,8th IAAF World Championships,13,Benoit Zwierzchiewski,FRA,2:18:29
Marathon men,8th IAAF World Championships,14,Ian Syster,RSA,2:19:38
Marathon men,8th IAAF World Championships,15,Oscar Fernández,ESP,2:19:45
Marathon men,8th IAAF World Championships,16,Abdelhakim Bagy,FRA,2:20:43
Marathon men,8th IAAF World Championships,17,Alberico Di Cecco,ITA,2:20:44
Marathon men,8th IAAF World Championships,18,Olexandr Kuzin,UKR,2:21:26
Marathon men,8th IAAF World Championships,19,Benjamín Paredes,MEX,2:22:07
Marathon men,8th IAAF World Championships,20,Asaf Bimro,ISR,2:22:36
Marathon men,8th IAAF World Championships,21,Andrés Espinosa,MEX,2:23:06
Marathon men,8th IAAF World Championships,22,Jin-Soo Lim,KOR,2:23:16
Marathon men,8th IAAF World Championships,23,Nicholas Harrison,AUS,2:23:24
Marathon men,8th IAAF World Championships,24,Antoni Peña,ESP,2:23:29
Marathon men,8th IAAF World Championships,25,Pamenos Ballantyne,VIN,2:24:36
Marathon men,8th IAAF World Championships,26,Ken-ichi Takahashi,JPN,2:24:41
Marathon men,8th IAAF World Championships,27,Franklin Tenorio,ECU,2:25:15
Marathon men,8th IAAF World Championships,28,Luketz Swartbooi,NAM,2:25:40
Marathon men,8th IAAF World Championships,29,Kamal Ziani,ESP,2:25:43
Marathon men,8th IAAF World Championships,30,Thabiso Paul Moqhali,LES,2:25:44
Marathon men,8th IAAF World Championships,31,Mykola Rudyk,UKR,2:26:04
Marathon men,8th IAAF World Championships,32,Diego Colorado,COL,2:26:13
Marathon men,8th IAAF World Championships,33,Ahmed Adam Saleh,QAT,2:26:32
Marathon men,8th IAAF World Championships,34,Larbi Zeroual,FRA,2:26:45
Marathon men,8th IAAF World Championships,35,Josh Cox,USA,2:26:52
Marathon men,8th IAAF World Championships,36,Roderic de Highden,AUS,2:27:42
Marathon men,8th IAAF World Championships,37,Julio Rey,ESP,2:27:59
Marathon men,8th IAAF World Championships,38,Eddy Hellebuyck,USA,2:28:01
Marathon men,8th IAAF World Championships,39,Anders Szalkai,SWE,2:28:33
Marathon men,8th IAAF World Championships,40,Magnus Michelsson,AUS,2:28:36
Marathon men,8th IAAF World Championships,41,Francisco Javier Cortés,ESP,2:28:48
Marathon men,8th IAAF World Championships,42,Steve Bohan,CAN,2:29:22
Marathon men,8th IAAF World Championships,43,Ernest Ndjissipou,CAF,2:29:25
Marathon men,8th IAAF World Championships,44,Tesfit Berhe,ERI,2:29:50
Marathon men,8th IAAF World Championships,45,Francisco Bautista,MEX,2:29:56
Marathon men,8th IAAF World Championships,46,Bruce Deacon,CAN,2:30:22
Marathon men,8th IAAF World Championships,47,Vasiliy Medvedev,UZB,2:30:28
Marathon men,8th IAAF World Championships,48,Michael Dudley,USA,2:30:45
Marathon men,8th IAAF World Championships,49,Vasílios Zabélis,GRE,2:31:34
Marathon men,8th IAAF World Championships,50,Andriy Naumov,UKR,2:31:42
Marathon men,8th IAAF World Championships,51,Antonio Carlos Zeferino,CPV,2:32:46
Marathon men,8th IAAF World Championships,52,Kim Gillard,AUS,2:33:11
Marathon men,8th IAAF World Championships,53,Rafael Yax,GUA,2:33:21
Marathon men,8th IAAF World Championships,54,Yi-yong Kim,KOR,2:33:28
Marathon men,8th IAAF World Championships,55,Isaac García,MEX,2:33:32
Marathon men,8th IAAF World Championships,56,Alfredo Arévalo,GUA,2:34:16
Marathon men,8th IAAF World Championships,57,Gregorio Domínguez,MEX,2:35:15
Marathon men,8th IAAF World Championships,58,Jean-Paul Niyonsaba,BDI,2:35:43
Marathon men,8th IAAF World Championships,59,Djuro Kodzo,BIH,2:35:47  PB
Marathon men,8th IAAF World Championships,60,Zigmund Zilbershtein,GEO,2:36:01
Marathon men,8th IAAF World Championships,61,Kopamo Pekile,LES,2:36:24
Marathon men,8th IAAF World Championships,62,Juan Eulogio Ramos,GUA,2:37:15
Marathon men,8th IAAF World Championships,63,Honest Mutsakani,ZIM,2:37:44
Marathon men,8th IAAF World Championships,64,Oliver Utting,CAN,2:39:53
Marathon men,8th IAAF World Championships,65,Nestor Jami,ECU,2:41:18
Marathon men,8th IAAF World Championships,66,Abdellah Béhar,FRA,2:41:42
Marathon men,8th IAAF World Championships,67,Laban Nkete,RSA,2:42:21
Marathon men,8th IAAF World Championships,68,Sergey Zabavski,TJK,2:42:22
Marathon men,8th IAAF World Championships,69,José Jami,ECU,2:42:23
Marathon men,8th IAAF World Championships,70,Leonardo Guedes,BRA,2:43:11
Marathon men,8th IAAF World Championships,71,Christian Marmen,CAN,2:44:44
Marathon men,8th IAAF World Championships,72,Fraser Bertram,CAN,2:45:10
