event,event_name,position,athelete,country,mark
Long Jump women,4th IAAF World Championships in Athletics,1,Heike Drechsler,GER,7.11
Long Jump women,4th IAAF World Championships in Athletics,2,Larisa Berezhnaya,UKR,6.98
Long Jump women,4th IAAF World Championships in Athletics,3,Renata Nielsen,DEN,6.76
Long Jump women,4th IAAF World Championships in Athletics,4,Olena Khlopotnova,UKR,6.75
Long Jump women,4th IAAF World Championships in Athletics,5,Lyudmila Galkina,RUS,6.74
Long Jump women,4th IAAF World Championships in Athletics,6,Ljudmila Ninova-Rudoll,AUT,6.73
Long Jump women,4th IAAF World Championships in Athletics,7,Nicole Boegman,AUS,6.70
Long Jump women,4th IAAF World Championships in Athletics,8,Agata Karczmarek,POL,6.57
Long Jump women,4th IAAF World Championships in Athletics,9,Susen Tiedtke,GER,6.54
Long Jump women,4th IAAF World Championships in Athletics,10,Yelena Sinchukova,RUS,6.52
Long Jump women,4th IAAF World Championships in Athletics,11,Mirela Dulgheru-Renda,ROU,6.48
Long Jump women,4th IAAF World Championships in Athletics,12,Valentina Uccheddu,ITA,6.38
