event,event_name,position,athelete,country,mark
1500 Metres women,2nd IAAF World Championships in Athletics,1,Tatyana Samolenko-Dorovskikh,URS,3:58.56  CR
1500 Metres women,2nd IAAF World Championships in Athletics,2,Hildegard Ullrich-Körner,GDR,3:58.67
1500 Metres women,2nd IAAF World Championships in Athletics,3,Doina Melinte,ROU,3:59.27
1500 Metres women,2nd IAAF World Championships in Athletics,4,Cornelia Bürki,SUI,3:59.90
1500 Metres women,2nd IAAF World Championships in Athletics,5,Andrea Lange-Hahmann,GDR,4:00.63
1500 Metres women,2nd IAAF World Championships in Athletics,6,Kirsty Wade,GBR,4:01.41
1500 Metres women,2nd IAAF World Championships in Athletics,7,Diana Richburg,USA,4:01.79
1500 Metres women,2nd IAAF World Championships in Athletics,8,Elly van Hulst,NED,4:03.63
1500 Metres women,2nd IAAF World Championships in Athletics,9,Svetlana Kitova,URS,4:04.66
1500 Metres women,2nd IAAF World Championships in Athletics,10,Linda Sheskey,USA,4:08.33
1500 Metres women,2nd IAAF World Championships in Athletics,11,Debbie Scott-Bowker,CAN,4:08.38
1500 Metres women,2nd IAAF World Championships in Athletics,12,Mitica Junghiatu-Constantin,ROU,4:10.35
1500 Metres women,2nd IAAF World Championships in Athletics,13,Marina Yachmenyova,URS,4:10.51
