event,event_name,position,athelete,country,mark
3000 Metres Steeplechase men,9th IAAF World Championships in Athletics,1,Saif Saaeed Shaheen,QAT,8:04.39
3000 Metres Steeplechase men,9th IAAF World Championships in Athletics,2,Ezekiel Kemboi,KEN,8:05.11
3000 Metres Steeplechase men,9th IAAF World Championships in Athletics,3,Eliseo Martín,ESP,8:09.09  PB
3000 Metres Steeplechase men,9th IAAF World Championships in Athletics,4,Bouabdellah Tahri,FRA,8:10.65
3000 Metres Steeplechase men,9th IAAF World Championships in Athletics,5,Abraham Cherono,KEN,8:13.37
3000 Metres Steeplechase men,9th IAAF World Championships in Athletics,6,Luis Miguel Martín,ESP,8:13.52  SB
3000 Metres Steeplechase men,9th IAAF World Championships in Athletics,7,Simon Vroemen,NED,8:13.71  SB
3000 Metres Steeplechase men,9th IAAF World Championships in Athletics,8,José Luis Blanco,ESP,8:17.16
3000 Metres Steeplechase men,9th IAAF World Championships in Athletics,9,Jukka Keskisalo,FIN,8:17.72  PB
3000 Metres Steeplechase men,9th IAAF World Championships in Athletics,10,Ali Ezzine,MAR,8:19.15
3000 Metres Steeplechase men,9th IAAF World Championships in Athletics,11,Yoshitaka Iwamizu,JPN,8:19.29
3000 Metres Steeplechase men,9th IAAF World Championships in Athletics,12,Khamis Abdullah Saifeldin,QAT,8:28.37
3000 Metres Steeplechase men,9th IAAF World Championships in Athletics,13,Abdelkader Hachlaf,MAR,8:35.17
