event,event_name,position,athelete,country,mark
Javelin Throw men,"World Athletics Championships, Oregon 2022",1,Anderson PETERS,GRN,90.54
Javelin Throw men,"World Athletics Championships, Oregon 2022",2,Neeraj CHOPRA,IND,88.13
Javelin Throw men,"World Athletics Championships, Oregon 2022",3,Jakub VADLEJCH,CZE,88.09
Javelin Throw men,"World Athletics Championships, Oregon 2022",4,Julian WEBER,GER,86.86
Javelin Throw men,"World Athletics Championships, Oregon 2022",5,Arshad NADEEM,PAK,86.16
Javelin Throw men,"World Athletics Championships, Oregon 2022",6,Lassi ETELÄTALO,FIN,82.70
Javelin Throw men,"World Athletics Championships, Oregon 2022",7,Andrian MARDARE,MDA,82.26
Javelin Throw men,"World Athletics Championships, Oregon 2022",8,Oliver HELANDER,FIN,82.24
Javelin Throw men,"World Athletics Championships, Oregon 2022",9,Roderick Genki DEAN,JPN,80.69
Javelin Throw men,"World Athletics Championships, Oregon 2022",10,Rohit YADAV,IND,78.72
Javelin Throw men,"World Athletics Championships, Oregon 2022",11,Curtis THOMPSON,USA,78.39
Javelin Throw men,"World Athletics Championships, Oregon 2022",12,Ihab ABDELRAHMAN,EGY,75.99
