event,event_name,position,athelete,country,mark
5000 Metres men,11th IAAF World Championships in Athletics,1,Bernard Lagat,USA,13:45.87
5000 Metres men,11th IAAF World Championships in Athletics,2,Eliud Kipchoge,KEN,13:46.00
5000 Metres men,11th IAAF World Championships in Athletics,3,Moses Ndiema Kipsiro,UGA,13:46.75
5000 Metres men,11th IAAF World Championships in Athletics,4,Matthew Tegenkamp,USA,13:46.78
5000 Metres men,11th IAAF World Championships in Athletics,5,Tariku Bekele,ETH,13:47.33
5000 Metres men,11th IAAF World Championships in Athletics,6,Mo Farah,GBR,13:47.54
5000 Metres men,11th IAAF World Championships in Athletics,7,Jesús España,ESP,13:50.55
5000 Metres men,11th IAAF World Championships in Athletics,8,Abreham Cherkos,ETH,13:51.01
5000 Metres men,11th IAAF World Championships in Athletics,9,Felix Kikwai Kibore,QAT,13:51.18
5000 Metres men,11th IAAF World Championships in Athletics,10,Ali Abdalla,ERI,13:52.69
5000 Metres men,11th IAAF World Championships in Athletics,11,Adam Goucher,USA,13:53.17
5000 Metres men,11th IAAF World Championships in Athletics,12,Hicham Bellani,MAR,13:55.44
5000 Metres men,11th IAAF World Championships in Athletics,13,Craig Mottram,AUS,13:56.24
5000 Metres men,11th IAAF World Championships in Athletics,14,Juan Luis Barrios,MEX,13:59.86
5000 Metres men,11th IAAF World Championships in Athletics,15,Benjamin Kipkoech Limo,KEN,14:01.25
