event,event_name,position,athelete,country,mark
Discus Throw women,7th IAAF World Championships in Athletics,1,Franka Dietzsch,GER,68.14
Discus Throw women,7th IAAF World Championships in Athletics,2,Anastasía Kelesídou,GRE,66.05
Discus Throw women,7th IAAF World Championships in Athletics,3,Nicoleta Grasu,ROU,65.35
Discus Throw women,7th IAAF World Championships in Athletics,4,Natalya Sadova,RUS,64.98
Discus Throw women,7th IAAF World Championships in Athletics,5,Beatrice Faumuina,NZL,64.62
Discus Throw women,7th IAAF World Championships in Athletics,6,Seilala Sua,USA,63.73
Discus Throw women,7th IAAF World Championships in Athletics,7,Olena Antonova,UKR,63.61
Discus Throw women,7th IAAF World Championships in Athletics,8,Stilianí Tsikoúna,GRE,63.43
Discus Throw women,7th IAAF World Championships in Athletics,9,Iryna Yatchenko,BLR,62.99
Discus Throw women,7th IAAF World Championships in Athletics,10,Ellina Zvereva,BLR,62.75
Discus Throw women,7th IAAF World Championships in Athletics,11,Ekateríni Vóggoli,GRE,61.00
Discus Throw women,7th IAAF World Championships in Athletics,12,Anja Möllenbeck,GER,59.48
