event,event_name,position,athelete,country,mark
Marathon women,12th IAAF World Championships in Athletics,1,Xue Bai,CHN,2:25:15  SB
Marathon women,12th IAAF World Championships in Athletics,2,Yoshimi Ozaki,JPN,2:25:25  SB
Marathon women,12th IAAF World Championships in Athletics,3,Aselefech Mergia,ETH,2:25:32
Marathon women,12th IAAF World Championships in Athletics,4,Chunxiu Zhou,CHN,2:25:39  SB
Marathon women,12th IAAF World Championships in Athletics,5,Xiaolin Zhu,CHN,2:26:08  SB
Marathon women,12th IAAF World Championships in Athletics,6,Marisa Barros,POR,2:26:50
Marathon women,12th IAAF World Championships in Athletics,7,Yuri Kano,JPN,2:26:57  SB
Marathon women,12th IAAF World Championships in Athletics,8,Alevtina Biktimirova,RUS,2:27:39  SB
Marathon women,12th IAAF World Championships in Athletics,9,Kara Goucher,USA,2:27:48  SB
Marathon women,12th IAAF World Championships in Athletics,10,Desiree LINDEN,USA,2:27:53  PB
Marathon women,12th IAAF World Championships in Athletics,11,Julia Mumbi Muraga,KEN,2:28:59  SB
Marathon women,12th IAAF World Championships in Athletics,12,Weiwei Sun,CHN,2:29:39  SB
Marathon women,12th IAAF World Championships in Athletics,13,Yoshiko Fujinaga,JPN,2:29:53
Marathon women,12th IAAF World Championships in Athletics,14,Svetlana Zakharova,RUS,2:29:55
Marathon women,12th IAAF World Championships in Athletics,15,Bezunesh Bekele,ETH,2:30:03
Marathon women,12th IAAF World Championships in Athletics,16,Sabrina Mockenhaupt,GER,2:30:07  SB
Marathon women,12th IAAF World Championships in Athletics,17,Lisa WEIGHTMAN,AUS,2:30:42  PB
Marathon women,12th IAAF World Championships in Athletics,18,Zivilé Balciünaité,LTU,2:31:06  SB
Marathon women,12th IAAF World Championships in Athletics,19,Kum-Ok Kim,PRK,2:31:24
Marathon women,12th IAAF World Championships in Athletics,20,Irene Limika,KEN,2:31:29
Marathon women,12th IAAF World Championships in Athletics,21,Lidia Simon,ROU,2:32:03
Marathon women,12th IAAF World Championships in Athletics,22,Dire Tune,ETH,2:32:42
Marathon women,12th IAAF World Championships in Athletics,23,Beata Naigambo,NAM,2:33:05  PB
Marathon women,12th IAAF World Championships in Athletics,24,Alessandra Aguilar,ESP,2:33:38
Marathon women,12th IAAF World Championships in Athletics,25,Epiphanie Nyirabarame,RWA,2:33:59  NR
Marathon women,12th IAAF World Championships in Athletics,26,Atsede Baysa,ETH,2:36:04
Marathon women,12th IAAF World Championships in Athletics,27,Tera Moody,USA,2:36:39  SB
Marathon women,12th IAAF World Championships in Athletics,28,Olga Glok,RUS,2:36:57
Marathon women,12th IAAF World Championships in Athletics,29,Paige Siemers,USA,2:37:11  SB
Marathon women,12th IAAF World Championships in Athletics,30,Yukiko Akaba,JPN,2:37:43
Marathon women,12th IAAF World Championships in Athletics,31,Lyubov Morgunova,RUS,2:38:23
Marathon women,12th IAAF World Championships in Athletics,32,Yong-Ok Jong,PRK,2:38:29
Marathon women,12th IAAF World Championships in Athletics,33,Susanne Hahn,GER,2:38:39
Marathon women,12th IAAF World Championships in Athletics,34,Mary Davies,NZL,2:38:48  PB
Marathon women,12th IAAF World Championships in Athletics,35,Tara Quinn-Smith,CAN,2:39:19  SB
Marathon women,12th IAAF World Championships in Athletics,36,Risper Jemeli Kimaiyo,KEN,2:39:23
Marathon women,12th IAAF World Championships in Athletics,37,Patricia Morceli Bühler,SUI,2:39:37
Marathon women,12th IAAF World Championships in Athletics,38,Sun Suk Yun,KOR,2:39:56
Marathon women,12th IAAF World Championships in Athletics,39,Judith Ramírez,MEX,2:40:18
Marathon women,12th IAAF World Championships in Athletics,40,Fiona Docherty,NZL,2:40:18  PB
Marathon women,12th IAAF World Championships in Athletics,41,Un Suk Phyo,PRK,2:40:39
Marathon women,12th IAAF World Championships in Athletics,42,Adriana Aparecida da Silva,BRA,2:40:54  PB
Marathon women,12th IAAF World Championships in Athletics,43,Shireen Crumpton,NZL,2:41:31  SB
Marathon women,12th IAAF World Championships in Athletics,44,Tanith Maxwell,RSA,2:41:48  SB
Marathon women,12th IAAF World Championships in Athletics,45,Annemette Aagaard,DEN,2:42:03  SB
Marathon women,12th IAAF World Championships in Athletics,46,Martha Komu Munyutu,KEN,2:42:14  SB
Marathon women,12th IAAF World Championships in Athletics,47,Chol Sun Kim,PRK,2:42:18
Marathon women,12th IAAF World Championships in Athletics,48,Patricia Lossouarn,FRA,2:42:40
Marathon women,12th IAAF World Championships in Athletics,49,Laurence Klein,FRA,2:42:47
Marathon women,12th IAAF World Championships in Athletics,50,Zoila Gómez,USA,2:42:49  SB
Marathon women,12th IAAF World Championships in Athletics,51,Remalda Kergytè,LTU,2:45:28  SB
Marathon women,12th IAAF World Championships in Athletics,52,Ho Sun Park,KOR,2:47:16
Marathon women,12th IAAF World Championships in Athletics,53,Stephanie Briand,FRA,2:48:16
Marathon women,12th IAAF World Championships in Athletics,54,Yamna Oubouhou,FRA,2:50:02  SB
Marathon women,12th IAAF World Championships in Athletics,55,Helalia JOHANNES,NAM,2:50:19  SB
Marathon women,12th IAAF World Championships in Athletics,56,Sandra Ruales,ECU,2:50:36
Marathon women,12th IAAF World Championships in Athletics,57,Jane Suuto,UGA,2:52:44
Marathon women,12th IAAF World Championships in Athletics,58,Cecile Moynot,FRA,2:54:21
Marathon women,12th IAAF World Championships in Athletics,59,Nuta Olaru,ROU,3:00:59
