event,event_name,position,athelete,country,mark
1500 Metres men,13th IAAF World Championships in Athletics,1,Asbel Kiprop,KEN,3:35.69
1500 Metres men,13th IAAF World Championships in Athletics,2,Silas Kiplagat,KEN,3:35.92
1500 Metres men,13th IAAF World Championships in Athletics,3,Matthew Centrowitz,USA,3:36.08
1500 Metres men,13th IAAF World Championships in Athletics,4,Manuel Olmedo,ESP,3:36.33
1500 Metres men,13th IAAF World Championships in Athletics,5,Abdelaati Iguider,MAR,3:36.56
1500 Metres men,13th IAAF World Championships in Athletics,6,Mohamed Moustaoui,MAR,3:36.80
1500 Metres men,13th IAAF World Championships in Athletics,7,Mekonnen Gebremedhin,ETH,3:36.81
1500 Metres men,13th IAAF World Championships in Athletics,8,Eduar Villanueva,VEN,3:37.31
1500 Metres men,13th IAAF World Championships in Athletics,9,Mehdi Baala,FRA,3:37.46
1500 Metres men,13th IAAF World Championships in Athletics,10,Ciaran O'Lionaird,IRL,3:37.81
1500 Metres men,13th IAAF World Championships in Athletics,11,Tarek Boukensa,ALG,3:38.05
1500 Metres men,13th IAAF World Championships in Athletics,12,Nick Willis,NZL,3:38.69
