event,event_name,position,athelete,country,mark
Pole Vault women,14th IAAF World Championships,1,Elena Isinbaeva,RUS,4.89
Pole Vault women,14th IAAF World Championships,2,Jennifer Suhr,USA,4.82
Pole Vault women,14th IAAF World Championships,3,Yarisley Silva,CUB,4.82
Pole Vault women,14th IAAF World Championships,4,Silke Spiegelburg,GER,4.75
Pole Vault women,14th IAAF World Championships,5,Fabiana Murer,BRA,4.65
Pole Vault women,14th IAAF World Championships,5,Anastasia Savchenko,RUS,4.65
Pole Vault women,14th IAAF World Championships,7,Angelina Zhuk-Krasnova,RUS,4.65
Pole Vault women,14th IAAF World Championships,8,Lisa Ryzih,GER,4.55
Pole Vault women,14th IAAF World Championships,8,Jirina Ptácníková,CZE,4.55
Pole Vault women,14th IAAF World Championships,10,Kristina Gadschiew,GER,4.45
Pole Vault women,14th IAAF World Championships,11,Ling Li,CHN,4.45
Pole Vault women,14th IAAF World Championships,12,Marion Lotout,FRA,4.45
