event,event_name,position,athelete,country,mark
High Jump men,2nd IAAF World Championships in Athletics,1,Patrik Sjöberg,SWE,2.38  CR
High Jump men,2nd IAAF World Championships in Athletics,2,Igor Paklin,KGZ,2.38
High Jump men,2nd IAAF World Championships in Athletics,2,Gennadiy Avdeyenko,UKR,2.38
High Jump men,2nd IAAF World Championships in Athletics,4,Dietmar Mögenburg,FRG,2.35
High Jump men,2nd IAAF World Championships in Athletics,5,Clarence Saunders,BER,2.32
High Jump men,2nd IAAF World Championships in Athletics,6,Sorin Matei,ROU,2.32
High Jump men,2nd IAAF World Championships in Athletics,7,Ján Zvara,TCH,2.32
High Jump men,2nd IAAF World Championships in Athletics,8,Carlo Thränhardt,FRG,2.29
High Jump men,2nd IAAF World Championships in Athletics,9,Javier Sotomayor,CUB,2.29
High Jump men,2nd IAAF World Championships in Athletics,10,Krzysztof Krawczyk,POL,2.25
High Jump men,2nd IAAF World Championships in Athletics,10,Geoff Parsons,GBR,2.25
High Jump men,2nd IAAF World Championships in Athletics,12,Tom McCants,USA,2.25
High Jump men,2nd IAAF World Championships in Athletics,12,Arturo Ortíz,ESP,2.25
High Jump men,2nd IAAF World Championships in Athletics,14,Gerd Nagel,FRG,2.20
High Jump men,2nd IAAF World Championships in Athletics,15,Robert Marinov,BUL,2.20
