event,event_name,position,athelete,country,mark
Triple Jump men,8th IAAF World Championships,1,Jonathan Edwards,GBR,17.92
Triple Jump men,8th IAAF World Championships,2,Christian Olsson,SWE,17.47
Triple Jump men,8th IAAF World Championships,3,Igor Spasovkhodskiy,RUS,17.44
Triple Jump men,8th IAAF World Championships,4,Yoel García,CUB,17.40
Triple Jump men,8th IAAF World Championships,5,Walter Davis,USA,17.20
Triple Jump men,8th IAAF World Championships,6,Brian Wellman,BER,16.81
Triple Jump men,8th IAAF World Championships,7,Onochie Achike,GBR,16.79
Triple Jump men,8th IAAF World Championships,8,Rostislav Dimitrov,BUL,16.72
Triple Jump men,8th IAAF World Championships,9,Phillips Idowu,GBR,16.60
Triple Jump men,8th IAAF World Championships,10,Johan Meriluoto,FIN,16.54
Triple Jump men,8th IAAF World Championships,11,Paolo Camossi,ITA,16.18
Triple Jump men,8th IAAF World Championships,12,Konstadínos Zalaggítis,GRE,16.13
