event,event_name,position,athelete,country,mark
Hammer Throw women,8th IAAF World Championships,1,Yipsi Moreno,CUB,70.65
Hammer Throw women,8th IAAF World Championships,2,Olga Kuzenkova,RUS,70.61
Hammer Throw women,8th IAAF World Championships,3,Bronwyn Eagles,AUS,68.87
Hammer Throw women,8th IAAF World Championships,4,Kamila Skolimowska,POL,68.05
Hammer Throw women,8th IAAF World Championships,5,Manuela Montebrun,FRA,67.78
Hammer Throw women,8th IAAF World Championships,6,Lorraine Shaw,GBR,65.89
Hammer Throw women,8th IAAF World Championships,7,Florence Ezeh,FRA,65.88
Hammer Throw women,8th IAAF World Championships,8,Ivana Brkljacic,CRO,65.43
Hammer Throw women,8th IAAF World Championships,9,Kirsten Klose,GER,64.39
Hammer Throw women,8th IAAF World Championships,10,Volha Tsandzer,BLR,64.10
Hammer Throw women,8th IAAF World Championships,11,Wenxiu Zhang,CHN,61.61
Hammer Throw women,8th IAAF World Championships,12,Melissa Myerscough,USA,61.57
