event,event_name,position,athelete,country,mark
Shot Put women,"IAAF World Athletics Championships, DOHA 2019",1,Lijiao Gong,CHN,19.55
Shot Put women,"IAAF World Athletics Championships, DOHA 2019",2,Danniel Thomas-Dodd,JAM,19.47
Shot Put women,"IAAF World Athletics Championships, DOHA 2019",3,Christina Schwanitz,GER,19.17
Shot Put women,"IAAF World Athletics Championships, DOHA 2019",4,Maggie Ewen,USA,18.93
Shot Put women,"IAAF World Athletics Championships, DOHA 2019",5,Anita Márton,HUN,18.86
Shot Put women,"IAAF World Athletics Championships, DOHA 2019",6,Aliona Dubitskaya,BLR,18.86
Shot Put women,"IAAF World Athletics Championships, DOHA 2019",7,Chase Ealey,USA,18.82
Shot Put women,"IAAF World Athletics Championships, DOHA 2019",8,Brittany Crew,CAN,18.55
Shot Put women,"IAAF World Athletics Championships, DOHA 2019",9,Michelle Carter,USA,18.41
Shot Put women,"IAAF World Athletics Championships, DOHA 2019",10,Paulina Guba,POL,18.02
Shot Put women,"IAAF World Athletics Championships, DOHA 2019",11,Sophie McKinna,GBR,17.99
Shot Put women,"IAAF World Athletics Championships, DOHA 2019",12,Dimitriana Surdu,MDA,17.64
