event,event_name,position,athelete,country,mark
Discus Throw women,11th IAAF World Championships in Athletics,1,Franka Dietzsch,GER,66.61
Discus Throw women,11th IAAF World Championships in Athletics,2,Yarelys Barrios,CUB,63.90
Discus Throw women,11th IAAF World Championships in Athletics,3,Nicoleta Grasu,ROU,63.40
Discus Throw women,11th IAAF World Championships in Athletics,4,Taifeng Sun,CHN,63.22
Discus Throw women,11th IAAF World Championships in Athletics,5,Olena Antonova,UKR,62.41
Discus Throw women,11th IAAF World Championships in Athletics,6,Joanna Wisniewska,POL,61.35
Discus Throw women,11th IAAF World Championships in Athletics,7,Nataliya Semenova,UKR,61.17
Discus Throw women,11th IAAF World Championships in Athletics,8,Xuejun Ma,CHN,59.37
Discus Throw women,11th IAAF World Championships in Athletics,9,Iryna Yatchenko,BLR,58.67
Discus Throw women,11th IAAF World Championships in Athletics,10,Yania Ferrales,CUB,58.20
Discus Throw women,11th IAAF World Championships in Athletics,11,Mélina Robert-Michon,FRA,57.81
