event,event_name,position,athelete,country,mark
"10,000 Metres men",6th IAAF World Championships In Athletics,1,Haile Gebrselassie,ETH,27:24.58
"10,000 Metres men",6th IAAF World Championships In Athletics,2,Paul Tergat,KEN,27:25.62   SB
"10,000 Metres men",6th IAAF World Championships In Athletics,3,Salah Hissou,MAR,27:28.67   SB
"10,000 Metres men",6th IAAF World Championships In Athletics,4,Paul Kipsigich Koech,KEN,27:30.39   SB
"10,000 Metres men",6th IAAF World Championships In Athletics,5,Assefa Mezgebu,ETH,27:32.48
"10,000 Metres men",6th IAAF World Championships In Athletics,6,Domingos Castro,POR,27:36.52
"10,000 Metres men",6th IAAF World Championships In Athletics,7,Habte Jifar,ETH,28:00.29
"10,000 Metres men",6th IAAF World Championships In Athletics,8,Julio Rey,ESP,28:07.06
"10,000 Metres men",6th IAAF World Championships In Athletics,9,Stefano Baldini,ITA,28:11.97
"10,000 Metres men",6th IAAF World Championships In Athletics,10,Darren Wilson,AUS,28:20.16
"10,000 Metres men",6th IAAF World Championships In Athletics,11,Kamiel Maase,NED,28:23.20
"10,000 Metres men",6th IAAF World Championships In Athletics,12,Dominic Kirui,KEN,28:28.13
"10,000 Metres men",6th IAAF World Championships In Athletics,13,Abderrahim Zitouna,MAR,28:29.09
"10,000 Metres men",6th IAAF World Championships In Athletics,14,Hendrick Ramaala,RSA,28:33.48
"10,000 Metres men",6th IAAF World Championships In Athletics,15,Tendai Chimusasa,ZIM,28:55.29
"10,000 Metres men",6th IAAF World Championships In Athletics,16,Carsten Eich,GER,28:59.34
"10,000 Metres men",6th IAAF World Championships In Athletics,17,Saïd Berioui,MAR,29:22.05
"10,000 Metres men",6th IAAF World Championships In Athletics,18,José Ramos,POR,29:49.00
