event,event_name,position,athelete,country,mark
Javelin Throw women,11th IAAF World Championships in Athletics,1,Barbora Špotáková,CZE,67.07
Javelin Throw women,11th IAAF World Championships in Athletics,2,Christina Obergföll,GER,66.46
Javelin Throw women,11th IAAF World Championships in Athletics,3,Steffi Nerius,GER,64.42
Javelin Throw women,11th IAAF World Championships in Athletics,4,Nikola Brejchová,CZE,63.73
Javelin Throw women,11th IAAF World Championships in Athletics,5,Sávva Líka,GRE,63.13
Javelin Throw women,11th IAAF World Championships in Athletics,6,Sonia Bisset,CUB,61.74
Javelin Throw women,11th IAAF World Championships in Athletics,7,Maria Abakumova,RUS,61.43
Javelin Throw women,11th IAAF World Championships in Athletics,8,Linda Stahl,GER,61.03
Javelin Throw women,11th IAAF World Championships in Athletics,9,Barbara Madejczyk,POL,58.37
Javelin Throw women,11th IAAF World Championships in Athletics,10,Olha Ivankova,UKR,57.87
Javelin Throw women,11th IAAF World Championships in Athletics,11,Felicia Tilea-Moldovan,ROU,55.71
Javelin Throw women,11th IAAF World Championships in Athletics,12,Paula Tarvainen,FIN,53.50
