event,event_name,position,athelete,country,mark
3000 Metres Steeplechase women,"IAAF World Athletics Championships, DOHA 2019",1,Beatrice Chepkoech,KEN,8:57.84  CR
3000 Metres Steeplechase women,"IAAF World Athletics Championships, DOHA 2019",2,Emma Coburn,USA,9:02.35  PB
3000 Metres Steeplechase women,"IAAF World Athletics Championships, DOHA 2019",3,Gesa Felicitas Krause,GER,9:03.30  NR
3000 Metres Steeplechase women,"IAAF World Athletics Championships, DOHA 2019",4,Winfred Mutile Yavi,BRN,9:05.68  PB
3000 Metres Steeplechase women,"IAAF World Athletics Championships, DOHA 2019",5,Peruth Chemutai,UGA,9:11.08  SB
3000 Metres Steeplechase women,"IAAF World Athletics Championships, DOHA 2019",6,Courtney Frerichs,USA,9:11.27
3000 Metres Steeplechase women,"IAAF World Athletics Championships, DOHA 2019",7,Anna Emilie Møller,DEN,9:13.46  NR
3000 Metres Steeplechase women,"IAAF World Athletics Championships, DOHA 2019",8,Hyvin Kiyeng,KEN,9:13.53
3000 Metres Steeplechase women,"IAAF World Athletics Championships, DOHA 2019",9,Luiza Gega,ALB,9:19.93  NR
3000 Metres Steeplechase women,"IAAF World Athletics Championships, DOHA 2019",10,Genevieve Gregson,AUS,9:23.84  SB
3000 Metres Steeplechase women,"IAAF World Athletics Championships, DOHA 2019",11,Mekides Abebe,ETH,9:25.66  PB
3000 Metres Steeplechase women,"IAAF World Athletics Championships, DOHA 2019",12,Maruša Mišmaš,SLO,9:25.80
3000 Metres Steeplechase women,"IAAF World Athletics Championships, DOHA 2019",13,Karoline Bjerkeli Grøvdal,NOR,9:29.41
3000 Metres Steeplechase women,"IAAF World Athletics Championships, DOHA 2019",14,Geneviève Lalonde,CAN,9:32.92
