event,event_name,position,athelete,country,mark
High Jump men,5th IAAF World Championships in Athletics,1,Troy Kemp,BAH,2.37
High Jump men,5th IAAF World Championships in Athletics,2,Javier Sotomayor,CUB,2.37
High Jump men,5th IAAF World Championships in Athletics,3,Artur Partyka,POL,2.35
High Jump men,5th IAAF World Championships in Athletics,4,Steve Smith,GBR,2.35
High Jump men,5th IAAF World Championships in Athletics,4,Steinar Hoen,NOR,2.35
High Jump men,5th IAAF World Championships in Athletics,6,Patrik Sjöberg,SWE,2.32
High Jump men,5th IAAF World Championships in Athletics,7,Tony Barton,USA,2.29
High Jump men,5th IAAF World Championships in Athletics,8,Tim Forsyth,AUS,2.25
High Jump men,5th IAAF World Championships in Athletics,8,Jaroslaw Kotewicz,POL,2.25
High Jump men,5th IAAF World Championships in Athletics,8,Dragutin Topic,SCG,2.25
High Jump men,5th IAAF World Championships in Athletics,11,Ian Thompson,BAH,2.25
High Jump men,5th IAAF World Championships in Athletics,12,Hongyong Bi,CHN,2.15
