event,event_name,position,athelete,country,mark
Long Jump men,15th IAAF World Championships,1,Greg Rutherford,GBR,8.41
Long Jump men,15th IAAF World Championships,2,Fabrice Lapierre,AUS,8.24
Long Jump men,15th IAAF World Championships,3,Jianan Wang,CHN,8.18
Long Jump men,15th IAAF World Championships,4,Xinglong Gao,CHN,8.14
Long Jump men,15th IAAF World Championships,5,Jinzhe Li,CHN,8.10
Long Jump men,15th IAAF World Championships,6,Aleksandr Menkov,RUS,8.02
Long Jump men,15th IAAF World Championships,7,Kafétien Gomis,FRA,8.02
Long Jump men,15th IAAF World Championships,8,Sergey Polyanskiy,RUS,7.97
Long Jump men,15th IAAF World Championships,9,Jeff Henderson,USA,7.95
Long Jump men,15th IAAF World Championships,10,Tyrone Smith,BER,7.79
Long Jump men,15th IAAF World Championships,11,Radek Juška,CZE,7.57
