event,event_name,position,athelete,country,mark
Long Jump women,15th IAAF World Championships,1,Tianna MADISON,USA,7.14
Long Jump women,15th IAAF World Championships,2,Shara PROCTOR,GBR,7.07
Long Jump women,15th IAAF World Championships,3,Ivana VULETA,SRB,7.01
Long Jump women,15th IAAF World Championships,4,Christabel NETTEY,CAN,6.95
Long Jump women,15th IAAF World Championships,5,Lorraine UGEN,GBR,6.85
Long Jump women,15th IAAF World Championships,6,Malaika MIHAMBO,GER,6.79
Long Jump women,15th IAAF World Championships,7,Khaddi SAGNIA,SWE,6.78
Long Jump women,15th IAAF World Championships,8,Janay DeLoach,USA,6.67
Long Jump women,15th IAAF World Championships,9,Nastassia MIRONCHYK-IVANOVA,BLR,6.66
Long Jump women,15th IAAF World Championships,10,Darya KLISHINA,RUS,6.65
Long Jump women,15th IAAF World Championships,11,Katarina JOHNSON-THOMPSON,GBR,6.63
Long Jump women,15th IAAF World Championships,12,Erica JARDER,SWE,6.48
