event,event_name,position,athelete,country,mark
Discus Throw men,15th IAAF World Championships,1,Piotr Małachowski,POL,67.40
Discus Throw men,15th IAAF World Championships,2,Philip Milanov,BEL,66.90
Discus Throw men,15th IAAF World Championships,3,Robert Urbanek,POL,65.18
Discus Throw men,15th IAAF World Championships,4,Gerd Kanter,EST,64.82
Discus Throw men,15th IAAF World Championships,5,Daniel Ståhl,SWE,64.73
Discus Throw men,15th IAAF World Championships,6,Apostolos Parellis,CYP,64.55
Discus Throw men,15th IAAF World Championships,7,Fedrick Dacres,JAM,64.22
Discus Throw men,15th IAAF World Championships,8,Christoph Harting,GER,63.94
Discus Throw men,15th IAAF World Championships,9,Vikas Gowda,IND,62.24
Discus Throw men,15th IAAF World Championships,10,Benn Harradine,AUS,62.05
Discus Throw men,15th IAAF World Championships,11,Mauricio Ortega,COL,62.01
Discus Throw men,15th IAAF World Championships,12,Julian Wruck,AUS,60.01
