event,event_name,position,athelete,country,mark
800m Masters men,15th IAAF World Championships,1,David Heath,GBR,2:00.92
800m Masters men,15th IAAF World Championships,2,Gunnar Rune Durén,SWE,2:03.41
800m Masters men,15th IAAF World Championships,3,Michael Sherar,CAN,2:03.61
800m Masters men,15th IAAF World Championships,4,Anselm Lebourne,USA,2:03.75
800m Masters men,15th IAAF World Championships,5,Benoït Zavattero,FRA,2:04.47
800m Masters men,15th IAAF World Championships,6,Peter Oberliessen,GER,2:05.08
800m Masters men,15th IAAF World Championships,7,Allan Francis Cook,AUS,2:05.59
800m Masters men,15th IAAF World Championships,8,Giuseppe Romeo,ITA,2:07.32
800m Masters men,15th IAAF World Championships,9,Chunsheng Wang,CHN,2:08.78
800m Masters men,15th IAAF World Championships,10,Paul George Osland,CAN,2:10.60
