event,event_name,position,athelete,country,mark
5000 Metres women,7th IAAF World Championships in Athletics,1,Gabriela Szabo,ROU,14:41.82   CR
5000 Metres women,7th IAAF World Championships in Athletics,2,Zahra Ouaziz,MAR,14:43.15
5000 Metres women,7th IAAF World Championships in Athletics,3,Ayelech Worku,ETH,14:44.22   PB
5000 Metres women,7th IAAF World Championships in Athletics,4,Irina Mikitenko,GER,14:50.17   NR
5000 Metres women,7th IAAF World Championships in Athletics,5,Ebru Kavaklioglu,TUR,14:51.69   NR
5000 Metres women,7th IAAF World Championships in Athletics,6,Julia Vaquero,ESP,14:56.00   SB
5000 Metres women,7th IAAF World Championships in Athletics,7,Mariya Konovalova,RUS,14:58.60   PB
5000 Metres women,7th IAAF World Championships in Athletics,8,Yamna Oubouhou,FRA,15:03.47   NR
5000 Metres women,7th IAAF World Championships in Athletics,9,Marta Domínguez,ESP,15:16.93   SB
5000 Metres women,7th IAAF World Championships in Athletics,10,Megumi Oshima,JPN,15:17.92   PB
5000 Metres women,7th IAAF World Championships in Athletics,11,Cheri Kenah,USA,15:20.12
5000 Metres women,7th IAAF World Championships in Athletics,12,Susanne Pumper,AUT,15:24.38   NR
5000 Metres women,7th IAAF World Championships in Athletics,13,Getenesh Urge,ETH,15:29.60
5000 Metres women,7th IAAF World Championships in Athletics,14,Katalin Szentgyörgyi,HUN,15:37.00
5000 Metres women,7th IAAF World Championships in Athletics,15,Michiko Shimizu,JPN,15:46.28
