event,event_name,position,athelete,country,mark
Marathon women,6th IAAF World Championships In Athletics,1,Hiromi Suzuki,JPN,2:29:48
Marathon women,6th IAAF World Championships In Athletics,2,Maria Manuela Machado,POR,2:31:12
Marathon women,6th IAAF World Championships In Athletics,3,Lidia Simon,ROU,2:31:55
Marathon women,6th IAAF World Championships In Athletics,4,Takako Tobise,JPN,2:32:18
Marathon women,6th IAAF World Championships In Athletics,5,Ornella Ferrara,ITA,2:33:10
Marathon women,6th IAAF World Championships In Athletics,6,Iris Biba-Pöschl,GER,2:34:06
Marathon women,6th IAAF World Championships In Athletics,7,Sonja Oberem,GER,2:35:28
Marathon women,6th IAAF World Championships In Athletics,8,Franziska Moser-Rochat,SUI,2:36:16
Marathon women,6th IAAF World Championships In Athletics,9,Yelena Razdrogina,RUS,2:36:37
Marathon women,6th IAAF World Championships In Athletics,10,Nobuko Fujimura,JPN,2:36:51
Marathon women,6th IAAF World Championships In Athletics,11,Anuta Catuna,ROU,2:38:38
Marathon women,6th IAAF World Championships In Athletics,12,Maria Polizou,GRE,2:39:10
Marathon women,6th IAAF World Championships In Athletics,13,Franca Fiacconi,ITA,2:39:53
Marathon women,6th IAAF World Championships In Athletics,14,Christine Mallo,FRA,2:40:55
Marathon women,6th IAAF World Championships In Athletics,15,Elfenesh Alemu,ETH,2:41:00
Marathon women,6th IAAF World Championships In Athletics,16,Grete Kirkeberg,NOR,2:41:05
Marathon women,6th IAAF World Championships In Athletics,17,Maryse Le Gallo,FRA,2:41:08
Marathon women,6th IAAF World Championships In Athletics,18,Aurica Buia,ROU,2:41:45
Marathon women,6th IAAF World Championships In Athletics,19,Mariko Hara,JPN,2:42:00
Marathon women,6th IAAF World Championships In Athletics,20,Heather Turland,AUS,2:42:12
Marathon women,6th IAAF World Championships In Athletics,21,Rocío Ríos,ESP,2:42:18
Marathon women,6th IAAF World Championships In Athletics,22,Judit Földing-Nagy,HUN,2:42:21
Marathon women,6th IAAF World Championships In Athletics,23,Angharad Mair,GBR,2:42:31
Marathon women,6th IAAF World Championships In Athletics,24,Laura Fogli,ITA,2:43:28
Marathon women,6th IAAF World Championships In Athletics,25,Cheryl Collins,USA,2:43:42
Marathon women,6th IAAF World Championships In Athletics,26,Volha Yudenkova,BLR,2:43:47
Marathon women,6th IAAF World Championships In Athletics,27,Anna Villani,ITA,2:43:58
Marathon women,6th IAAF World Championships In Athletics,28,Sally Goldsmith,GBR,2:44:20
Marathon women,6th IAAF World Championships In Athletics,29,Tomoe Abe,JPN,2:45:19
Marathon women,6th IAAF World Championships In Athletics,30,Nuta Olaru,ROU,2:47:12
Marathon women,6th IAAF World Championships In Athletics,31,Alena Vinnitskaya,BLR,2:47:57
Marathon women,6th IAAF World Championships In Athletics,32,Manuela Zipse,GER,2:48:45
Marathon women,6th IAAF World Championships In Athletics,33,Asselefech Assefa,ETH,2:48:54
Marathon women,6th IAAF World Championships In Athletics,34,Evelyne Mura,FRA,2:48:57
Marathon women,6th IAAF World Championships In Athletics,35,Danielle Sanderson,GBR,2:49:03
Marathon women,6th IAAF World Championships In Athletics,36,Julia Kirtland,USA,2:49:43
Marathon women,6th IAAF World Championships In Athletics,37,Anfisa Kosacheva,RUS,2:50:29
Marathon women,6th IAAF World Championships In Athletics,38,Grace De Oliveira,RSA,2:50:36
Marathon women,6th IAAF World Championships In Athletics,39,Gaelle Houitte,FRA,2:50:38
Marathon women,6th IAAF World Championships In Athletics,40,Julie Peterson,USA,2:51:59
Marathon women,6th IAAF World Championships In Athletics,41,Irina Timofeeva,RUS,2:53:01
Marathon women,6th IAAF World Championships In Athletics,42,Panagiota Nikolakopoulou,GRE,2:54:03
Marathon women,6th IAAF World Championships In Athletics,43,Yi-Lo Man,HKG,2:54:59
Marathon women,6th IAAF World Championships In Athletics,44,Alemitu Bekele,ETH,2:55:06
Marathon women,6th IAAF World Championships In Athletics,45,Yeoryía Abatzídou,GRE,2:56:58
Marathon women,6th IAAF World Championships In Athletics,46,Marisol Vargas,MEX,2:58:22
Marathon women,6th IAAF World Championships In Athletics,47,Carolyn Hunter-Rowe,GBR,3:01:01
Marathon women,6th IAAF World Championships In Athletics,48,May Allison,CAN,3:01:26
Marathon women,6th IAAF World Championships In Athletics,49,Danuta Bartoszek,CAN,3:01:30
Marathon women,6th IAAF World Championships In Athletics,50,Rita Toto,RSA,3:04:05
Marathon women,6th IAAF World Championships In Athletics,51,Rosa Salinas,MEX,3:12:55
Marathon women,6th IAAF World Championships In Athletics,52,Gina Coello,HON,3:17:33
Marathon women,6th IAAF World Championships In Athletics,53,Alexandra De Snoo,ARU,3:22:08
Marathon women,6th IAAF World Championships In Athletics,54,Gulsara Dadabaeva,TJK,3:30:45
