event,event_name,position,athelete,country,mark
Javelin Throw men,2nd IAAF World Championships in Athletics,1,Seppo Räty,FIN,83.54
Javelin Throw men,2nd IAAF World Championships in Athletics,2,Viktor Yevsyukov,URS,82.52
Javelin Throw men,2nd IAAF World Championships in Athletics,3,Jan Zelezný,TCH,82.20
Javelin Throw men,2nd IAAF World Championships in Athletics,4,Tom Petranoff,USA,81.28
Javelin Throw men,2nd IAAF World Championships in Athletics,5,Lev Shatilo,URS,81.02
Javelin Throw men,2nd IAAF World Championships in Athletics,6,Kazuhiro Mizoguchi,JPN,80.24
Javelin Throw men,2nd IAAF World Championships in Athletics,7,Mick Hill,GBR,79.66
Javelin Throw men,2nd IAAF World Championships in Athletics,8,Dag Wennlund,SWE,78.40
Javelin Throw men,2nd IAAF World Championships in Athletics,9,David Ottley,GBR,77.64
Javelin Throw men,2nd IAAF World Championships in Athletics,10,Pascal Lefévre,FRA,77.14
Javelin Throw men,2nd IAAF World Championships in Athletics,11,Peter Borglund,SWE,75.46
Javelin Throw men,2nd IAAF World Championships in Athletics,12,Duncan Atwood,USA,72.54
