event,event_name,position,athelete,country,mark
1500 Metres men,4th IAAF World Championships in Athletics,1,Noureddine Morceli,ALG,3:34.24
1500 Metres men,4th IAAF World Championships in Athletics,2,Fermín Cacho,ESP,3:35.56
1500 Metres men,4th IAAF World Championships in Athletics,3,Abdi Bile,SOM,3:35.96
1500 Metres men,4th IAAF World Championships in Athletics,4,Mohamed Suleiman,QAT,3:36.87
1500 Metres men,4th IAAF World Championships in Athletics,5,Jim Spivey,USA,3:37.42
1500 Metres men,4th IAAF World Championships in Athletics,6,Matthew Yates,GBR,3:37.61
1500 Metres men,4th IAAF World Championships in Athletics,7,Rachid El Basir,MAR,3:37.68
1500 Metres men,4th IAAF World Championships in Athletics,8,Mohamed Taki,MAR,3:37.76
1500 Metres men,4th IAAF World Championships in Athletics,9,Simon Doyle,AUS,3:38.04
1500 Metres men,4th IAAF World Championships in Athletics,10,Rüdiger Stenzel,GER,3:38.66
1500 Metres men,4th IAAF World Championships in Athletics,11,Manuel Pancorbo,ESP,3:39.68
1500 Metres men,4th IAAF World Championships in Athletics,12,Gennaro Di Napoli,ITA,3:47.38
