event,event_name,position,athelete,country,mark
20 Kilometres Race Walk men,14th IAAF World Championships,1,Ding Chen,CHN,1:21:09  SB
20 Kilometres Race Walk men,14th IAAF World Championships,2,Miguel Ángel LÓPEZ,ESP,1:21:21  SB
20 Kilometres Race Walk men,14th IAAF World Championships,3,João VIEIRA,POR,1:22:05
20 Kilometres Race Walk men,14th IAAF World Championships,4,Denis Strelkov,RUS,1:22:06
20 Kilometres Race Walk men,14th IAAF World Championships,5,Takumi Saito,JPN,1:22:09
20 Kilometres Race Walk men,14th IAAF World Championships,6,Ruslan Dmytrenko,UKR,1:22:14
20 Kilometres Race Walk men,14th IAAF World Championships,7,Iñaki Gómez,CAN,1:22:21  SB
20 Kilometres Race Walk men,14th IAAF World Championships,8,Christopher LINKE,GER,1:22:36  SB
20 Kilometres Race Walk men,14th IAAF World Championships,9,Hyunsub Kim,KOR,1:22:50  SB
20 Kilometres Race Walk men,14th IAAF World Championships,10,Dane BIRD-SMITH,AUS,1:23:06
20 Kilometres Race Walk men,14th IAAF World Championships,11,Yusuke SUZUKI,JPN,1:23:20
20 Kilometres Race Walk men,14th IAAF World Championships,12,Jaime Quiyuch,GUA,1:23:24
20 Kilometres Race Walk men,14th IAAF World Championships,13,Matteo GIUPPONI,ITA,1:23:27  SB
20 Kilometres Race Walk men,14th IAAF World Championships,14,Andriy Kovenko,UKR,1:23:46
20 Kilometres Race Walk men,14th IAAF World Championships,15,Alexandros PAPAMICHAIL,GRE,1:23:48  SB
20 Kilometres Race Walk men,14th IAAF World Championships,16,José MONTANA,COL,1:23:50  SB
20 Kilometres Race Walk men,14th IAAF World Championships,17,Rolando Saquipay,ECU,1:24:01  SB
20 Kilometres Race Walk men,14th IAAF World Championships,18,Rafał AUGUSTYN,POL,1:24:03
20 Kilometres Race Walk men,14th IAAF World Championships,19,Benjamin THORNE,CAN,1:24:26
20 Kilometres Race Walk men,14th IAAF World Championships,20,Anton Kučmín,SVK,1:24:38
20 Kilometres Race Walk men,14th IAAF World Championships,21,Yerko Araya,CHI,1:24:42  SB
20 Kilometres Race Walk men,14th IAAF World Championships,22,Ato Ibañez,SWE,1:24:49
20 Kilometres Race Walk men,14th IAAF World Championships,23,Álvaro MARTÍN,ESP,1:25:12
20 Kilometres Race Walk men,14th IAAF World Championships,24,Marius ŽIŪKAS,LTU,1:25:17
20 Kilometres Race Walk men,14th IAAF World Championships,25,Zelin CAI,CHN,1:25:31
20 Kilometres Race Walk men,14th IAAF World Championships,26,Hatem Ghoula,TUN,1:25:41
20 Kilometres Race Walk men,14th IAAF World Championships,27,Giorgio Rubino,ITA,1:25:42
20 Kilometres Race Walk men,14th IAAF World Championships,28,Bertrand Moulinet,FRA,1:26:12  SB
20 Kilometres Race Walk men,14th IAAF World Championships,29,Ivan LOSEV,UKR,1:26:32
20 Kilometres Race Walk men,14th IAAF World Championships,30,Alex WRIGHT,GBR,1:26:40
20 Kilometres Race Walk men,14th IAAF World Championships,31,Diego Flores Hinojosa,MEX,1:26:46
20 Kilometres Race Walk men,14th IAAF World Championships,32,Gurmeet Singh,IND,1:26:47
20 Kilometres Race Walk men,14th IAAF World Championships,33,Chandan SINGH,IND,1:26:51
20 Kilometres Race Walk men,14th IAAF World Championships,34,José Mauricio ARTEAGA,ECU,1:27:35
20 Kilometres Race Walk men,14th IAAF World Championships,35,Georgiy SHEIKO,KAZ,1:27:41
20 Kilometres Race Walk men,14th IAAF World Championships,36,Isaac PALMA,MEX,1:28:14
20 Kilometres Race Walk men,14th IAAF World Championships,37,Perseus KARLSTRÖM,SWE,1:28:20  SB
20 Kilometres Race Walk men,14th IAAF World Championships,38,Byeongkwang CHOE,KOR,1:28:26
20 Kilometres Race Walk men,14th IAAF World Championships,39,Sérgio Vieira,POR,1:28:34
20 Kilometres Race Walk men,14th IAAF World Championships,40,Máté HELEBRANDT,HUN,1:28:49
20 Kilometres Race Walk men,14th IAAF World Championships,41,Arnis RUMBENIEKS,LAT,1:29:13
20 Kilometres Race Walk men,14th IAAF World Championships,42,Federico TONTODONATI,ITA,1:29:26
20 Kilometres Race Walk men,14th IAAF World Championships,43,Francisco Arcilla,ESP,1:29:38
20 Kilometres Race Walk men,14th IAAF World Championships,44,Vitaliy Anichkin,KAZ,1:30:02
20 Kilometres Race Walk men,14th IAAF World Championships,45,Juan Manuel CANO,ARG,1:30:45  SB
20 Kilometres Race Walk men,14th IAAF World Championships,46,Anibal Paau,GUA,1:30:54
20 Kilometres Race Walk men,14th IAAF World Championships,47,Dzianis Simanovich,BLR,1:31:52
20 Kilometres Race Walk men,14th IAAF World Championships,48,Andrey Ruzavin,RUS,1:32:45
20 Kilometres Race Walk men,14th IAAF World Championships,49,Rhydian COWLEY,AUS,1:33:35
20 Kilometres Race Walk men,14th IAAF World Championships,50,Alejandro Francisco Florez,SUI,1:35:01
20 Kilometres Race Walk men,14th IAAF World Championships,51,Tim Seaman,USA,1:36:35
