event,event_name,position,athelete,country,mark
Marathon men,5th IAAF World Championships in Athletics,1,Martín Fiz,ESP,2:11:41
Marathon men,5th IAAF World Championships in Athletics,2,Dionicio Cerón,MEX,2:12:13
Marathon men,5th IAAF World Championships in Athletics,3,Luíz Antônio dos Santos,BRA,2:12:49
Marathon men,5th IAAF World Championships in Athletics,4,Peter Whitehead,GBR,2:14:08
Marathon men,5th IAAF World Championships in Athletics,5,Alberto Juzdado,ESP,2:15:29
Marathon men,5th IAAF World Championships in Athletics,6,Diego García,ESP,2:15:34
Marathon men,5th IAAF World Championships in Athletics,7,Richard Nerurkar,GBR,2:15:47
Marathon men,5th IAAF World Championships in Athletics,8,Steve Moneghetti,AUS,2:16:13
Marathon men,5th IAAF World Championships in Athletics,9,Andrés Espinosa,MEX,2:16:44
Marathon men,5th IAAF World Championships in Athletics,10,Steve Plasencia,USA,2:16:56
Marathon men,5th IAAF World Championships in Athletics,11,Bruce Deacon,CAN,2:16:58
Marathon men,5th IAAF World Championships in Athletics,12,Yuji Nakamura,JPN,2:17:30
Marathon men,5th IAAF World Championships in Athletics,13,Oleg Strizhakov,RUS,2:17:50
Marathon men,5th IAAF World Championships in Athletics,14,Konrad Dobler,GER,2:18:09
Marathon men,5th IAAF World Championships in Athletics,15,Isidro Rico,MEX,2:18:29
Marathon men,5th IAAF World Championships in Athletics,16,Ikaji Salum,TAN,2:18:39
Marathon men,5th IAAF World Championships in Athletics,17,Daisuke Tokunaga,JPN,2:19:53
Marathon men,5th IAAF World Championships in Athletics,18,Erick Wainaina,KEN,2:19:53
Marathon men,5th IAAF World Championships in Athletics,19,Terje Naess,NOR,2:20:06
Marathon men,5th IAAF World Championships in Athletics,20,Abdelillah Zerdal,MAR,2:20:10
Marathon men,5th IAAF World Championships in Athletics,21,Ed Eyestone,USA,2:20:17
Marathon men,5th IAAF World Championships in Athletics,22,Bong-ju Lee,KOR,2:20:31
Marathon men,5th IAAF World Championships in Athletics,23,John Andrews,AUS,2:20:32
Marathon men,5th IAAF World Championships in Athletics,24,Tahar Mansouri,TUN,2:20:44
Marathon men,5th IAAF World Championships in Athletics,25,Ahmed Salah,DJI,2:20:50
Marathon men,5th IAAF World Championships in Athletics,26,Elphas Ginindza,SWZ,2:21:01
Marathon men,5th IAAF World Championships in Athletics,27,Michael Mukoma,KEN,2:21:08
Marathon men,5th IAAF World Championships in Athletics,28,Joseph Tjitunga,NAM,2:21:57
Marathon men,5th IAAF World Championships in Athletics,29,Tumo Turbo,ETH,2:22:01
Marathon men,5th IAAF World Championships in Athletics,30,Harri Hänninen,FIN,2:22:43
Marathon men,5th IAAF World Championships in Athletics,31,Omar Abdillahi,DJI,2:23:26
Marathon men,5th IAAF World Championships in Athletics,32,Martin Ndivheni,RSA,2:23:42
Marathon men,5th IAAF World Championships in Athletics,33,Luca Barzaghi,ITA,2:23:51
Marathon men,5th IAAF World Championships in Athletics,34,John Mwathiwa,MAW,2:24:01
Marathon men,5th IAAF World Championships in Athletics,35,Roman Kejžar,SLO,2:24:10
Marathon men,5th IAAF World Championships in Athletics,36,Isaac Tshabalala,RSA,2:24:42
Marathon men,5th IAAF World Championships in Athletics,37,Stephen Lagat,KEN,2:25:49
Marathon men,5th IAAF World Championships in Athletics,38,Gi-Sheng Hsu,TPE,2:25:55
Marathon men,5th IAAF World Championships in Athletics,39,Dominique Chauvelier,FRA,2:27:30
Marathon men,5th IAAF World Championships in Athletics,40,Nazirdin Akylbekov,KGZ,2:27:44
Marathon men,5th IAAF World Championships in Athletics,41,Toshiaki Kurabayashi,JPN,2:28:57
Marathon men,5th IAAF World Championships in Athletics,42,William Aguirre,NCA,2:29:54
Marathon men,5th IAAF World Championships in Athletics,43,Juma Ikangaa,TAN,2:30:53
Marathon men,5th IAAF World Championships in Athletics,44,Eduard Tukhbatullin,RUS,2:31:19
Marathon men,5th IAAF World Championships in Athletics,45,Matthews Temane,RSA,2:31:24
Marathon men,5th IAAF World Championships in Athletics,46,Idris Ibrahim,SWE,2:31:31
Marathon men,5th IAAF World Championships in Athletics,47,Abebe Mekonnen,ETH,2:32:35
Marathon men,5th IAAF World Championships in Athletics,48,Mothusi Tsiana,BOT,2:33:03
Marathon men,5th IAAF World Championships in Athletics,49,Pavel Loskutov,EST,2:33:42
Marathon men,5th IAAF World Championships in Athletics,50,Jean Marie Gehin,FRA,2:34:10
Marathon men,5th IAAF World Championships in Athletics,51,Mimoun Lamhajar,MAR,2:35:17
Marathon men,5th IAAF World Championships in Athletics,52,Sean Quilty,AUS,2:37:01
Marathon men,5th IAAF World Championships in Athletics,53,Islam Dugum,BIH,2:38:37
