event,event_name,position,athelete,country,mark
Long Jump men,4th IAAF World Championships in Athletics,1,Mike Powell,USA,8.59
Long Jump men,4th IAAF World Championships in Athletics,2,Stanislav Tarasenko,RUS,8.16
Long Jump men,4th IAAF World Championships in Athletics,3,Vitaliy Kirilenko,UKR,8.15
Long Jump men,4th IAAF World Championships in Athletics,4,Erick Walder,USA,8.05
Long Jump men,4th IAAF World Championships in Athletics,5,Ivaylo Mladenov,BUL,8.00
Long Jump men,4th IAAF World Championships in Athletics,6,Nikolay Antonov,BUL,7.97
Long Jump men,4th IAAF World Championships in Athletics,7,Aleksandr Glavatskiy,BLR,7.95
Long Jump men,4th IAAF World Championships in Athletics,8,François Fouché,RSA,7.93
Long Jump men,4th IAAF World Championships in Athletics,9,Andre Müller,GER,7.83
Long Jump men,4th IAAF World Championships in Athletics,10,Spirídon Vasdékis,GRE,7.80
Long Jump men,4th IAAF World Championships in Athletics,11,Milan Gombala,CZE,7.69
