event,event_name,position,athelete,country,mark
Shot Put women,"World Athletics Championships, Oregon 2022",1,Chase EALEY,USA,20.49
Shot Put women,"World Athletics Championships, Oregon 2022",2,Lijiao GONG,CHN,20.39
Shot Put women,"World Athletics Championships, Oregon 2022",3,Jessica SCHILDER,NED,19.77
Shot Put women,"World Athletics Championships, Oregon 2022",4,Sarah MITTON,CAN,19.77
Shot Put women,"World Athletics Championships, Oregon 2022",5,Auriol DONGMO,POR,19.62
Shot Put women,"World Athletics Championships, Oregon 2022",6,Jiayuan SONG,CHN,19.57
Shot Put women,"World Athletics Championships, Oregon 2022",7,Maddison-Lee WESCHE,NZL,19.50
Shot Put women,"World Athletics Championships, Oregon 2022",8,Jessica WOODARD,USA,18.67
Shot Put women,"World Athletics Championships, Oregon 2022",9,Maggie EWEN,USA,18.64
Shot Put women,"World Athletics Championships, Oregon 2022",10,Danniel THOMAS-DODD,JAM,18.29
Shot Put women,"World Athletics Championships, Oregon 2022",11,Fanny ROOS,SWE,18.27
Shot Put women,"World Athletics Championships, Oregon 2022",12,Axelina JOHANSSON,SWE,17.60
