event,event_name,position,athelete,country,mark
20 Kilometres Race Walk women,"World Athletics Championships, Oregon 2022",1,Kimberly GARCÍA LEÓN,PER,1:26:58  NR
20 Kilometres Race Walk women,"World Athletics Championships, Oregon 2022",2,Katarzyna ZDZIEBŁO,POL,1:27:31  NR
20 Kilometres Race Walk women,"World Athletics Championships, Oregon 2022",3,Shijie QIEYANG,CHN,1:27:56
20 Kilometres Race Walk women,"World Athletics Championships, Oregon 2022",4,Jemima MONTAG,AUS,1:28:17
20 Kilometres Race Walk women,"World Athletics Championships, Oregon 2022",5,Hong LIU,CHN,1:29:00  SB
20 Kilometres Race Walk women,"World Athletics Championships, Oregon 2022",6,Nanako FUJII,JPN,1:29:01  SB
20 Kilometres Race Walk women,"World Athletics Championships, Oregon 2022",7,Alegna GONZÁLEZ,MEX,1:29:40  SB
20 Kilometres Race Walk women,"World Athletics Championships, Oregon 2022",8,Valentina TRAPLETTI,ITA,1:29:54
20 Kilometres Race Walk women,"World Athletics Championships, Oregon 2022",9,Ana CABECINHA,POR,1:30:29  SB
20 Kilometres Race Walk women,"World Athletics Championships, Oregon 2022",10,Zhenxia MA,CHN,1:30:39
20 Kilometres Race Walk women,"World Athletics Championships, Oregon 2022",11,Olena SOBCHUK,UKR,1:31:19
20 Kilometres Race Walk women,"World Athletics Championships, Oregon 2022",12,Hanna SHEVCHUK,UKR,1:31:42  SB
20 Kilometres Race Walk women,"World Athletics Championships, Oregon 2022",13,Quanming WU,CHN,1:31:44
20 Kilometres Race Walk women,"World Athletics Championships, Oregon 2022",14,Kumiko OKADA,JPN,1:31:53
20 Kilometres Race Walk women,"World Athletics Championships, Oregon 2022",15,Saskia FEIGE,GER,1:32:12
20 Kilometres Race Walk women,"World Athletics Championships, Oregon 2022",16,Noelia VARGAS,CRC,1:32:36  SB
20 Kilometres Race Walk women,"World Athletics Championships, Oregon 2022",17,Viviane LYRA,BRA,1:33:11
20 Kilometres Race Walk women,"World Athletics Championships, Oregon 2022",18,Meryem BEKMEZ,TUR,1:33:27  SB
20 Kilometres Race Walk women,"World Athletics Championships, Oregon 2022",19,Glenda MOREJÓN,ECU,1:34:27
20 Kilometres Race Walk women,"World Athletics Championships, Oregon 2022",20,Rebecca HENDERSON,AUS,1:34:38
20 Kilometres Race Walk women,"World Athletics Championships, Oregon 2022",21,Eliška MARTÍNKOVÁ,CZE,1:34:45
20 Kilometres Race Walk women,"World Athletics Championships, Oregon 2022",22,Kiriaki FILTISAKOU,GRE,1:34:55  SB
20 Kilometres Race Walk women,"World Athletics Championships, Oregon 2022",23,Brigita VIRBALYTĖ,LTU,1:35:36  SB
20 Kilometres Race Walk women,"World Athletics Championships, Oregon 2022",24,Robyn STEVENS,USA,1:36:16
20 Kilometres Race Walk women,"World Athletics Championships, Oregon 2022",25,Carolina COSTA,POR,1:36:31
20 Kilometres Race Walk women,"World Athletics Championships, Oregon 2022",26,Karla JARAMILLO,ECU,1:36:36
20 Kilometres Race Walk women,"World Athletics Championships, Oregon 2022",27,Angela Melania CASTRO CHIRIVECHZ,BOL,1:36:52  SB
20 Kilometres Race Walk women,"World Athletics Championships, Oregon 2022",28,Christina PAPADOPOULOU,GRE,1:37:20  SB
20 Kilometres Race Walk women,"World Athletics Championships, Oregon 2022",29,Enni NURMI,FIN,1:37:29
20 Kilometres Race Walk women,"World Athletics Championships, Oregon 2022",30,Emily Wamusyi NGII,KEN,1:37:43
20 Kilometres Race Walk women,"World Athletics Championships, Oregon 2022",31,Evelyn INGA,PER,1:38:23  SB
20 Kilometres Race Walk women,"World Athletics Championships, Oregon 2022",32,Inês HENRIQUES,POR,1:38:32
20 Kilometres Race Walk women,"World Athletics Championships, Oregon 2022",33,Galina YAKUSHEVA,KAZ,1:38:47
20 Kilometres Race Walk women,"World Athletics Championships, Oregon 2022",34,. PRIYANKA,IND,1:39:42
20 Kilometres Race Walk women,"World Athletics Championships, Oregon 2022",35,Miranda MELVILLE,USA,1:39:58
20 Kilometres Race Walk women,"World Athletics Championships, Oregon 2022",36,Rachelle DE ORBETA,PUR,1:41:55
