event,event_name,position,athelete,country,mark
Triple Jump men,10th IAAF World Championships in Athletics,1,Walter Davis,USA,17.57
Triple Jump men,10th IAAF World Championships in Athletics,2,Yoandris Betanzos,CUB,17.42
Triple Jump men,10th IAAF World Championships in Athletics,3,Marian Oprea,ROU,17.40
Triple Jump men,10th IAAF World Championships in Athletics,4,Leevan Sands,BAH,17.39
Triple Jump men,10th IAAF World Championships in Athletics,5,Karl Taillepierre,FRA,17.27
Triple Jump men,10th IAAF World Championships in Athletics,6,Jadel Gregório,BRA,17.20
Triple Jump men,10th IAAF World Championships in Athletics,7,Kenta Bell,USA,17.11
Triple Jump men,10th IAAF World Championships in Athletics,8,Arnie David Girat,CUB,17.09
Triple Jump men,10th IAAF World Championships in Athletics,9,Viktor Yastrebov,UKR,16.90
Triple Jump men,10th IAAF World Championships in Athletics,10,Dmitrij Valukevic,SVK,16.79
Triple Jump men,10th IAAF World Championships in Athletics,11,Momchil Karailiev,BUL,16.70
Triple Jump men,10th IAAF World Championships in Athletics,12,Anders Møller,DEN,16.16
