event,event_name,position,athelete,country,mark
Marathon women,7th IAAF World Championships in Athletics,1,Song-Ok Jong,PRK,2:26:59   NR
Marathon women,7th IAAF World Championships in Athletics,2,Ari Ichihashi,JPN,2:27:02   PB
Marathon women,7th IAAF World Championships in Athletics,3,Lidia Simon,ROU,2:27:41
Marathon women,7th IAAF World Championships in Athletics,4,Fatuma Roba,ETH,2:28:04
Marathon women,7th IAAF World Championships in Athletics,5,Elfenesh Alemu,ETH,2:28:52   PB
Marathon women,7th IAAF World Championships in Athletics,6,Sonja Oberem,GER,2:28:55
Marathon women,7th IAAF World Championships in Athletics,7,Maria Manuela Machado,POR,2:29:11
Marathon women,7th IAAF World Championships in Athletics,8,Kayoko Obata,JPN,2:29:11
Marathon women,7th IAAF World Championships in Athletics,9,Claudia Dreher,GER,2:29:22
Marathon women,7th IAAF World Championships in Athletics,10,Chang-Ok Kim,PRK,2:29:26
Marathon women,7th IAAF World Championships in Athletics,11,Esther Wanjiru Maina,KEN,2:29:36
Marathon women,7th IAAF World Championships in Athletics,12,Yingjie Sun,CHN,2:30:12   SB
Marathon women,7th IAAF World Championships in Athletics,13,Florina Pana,ROU,2:30:28
Marathon women,7th IAAF World Championships in Athletics,14,Firaya Sultanova-Zhdanova,RUS,2:30:45   PB
Marathon women,7th IAAF World Championships in Athletics,15,Ana Isabel Alonso,ESP,2:31:38
Marathon women,7th IAAF World Championships in Athletics,16,Junko Asari,JPN,2:31:39
Marathon women,7th IAAF World Championships in Athletics,17,Mayumi Ichikawa,JPN,2:32:01
Marathon women,7th IAAF World Championships in Athletics,18,Marie Söderström-Lundberg,SWE,2:35:25
Marathon women,7th IAAF World Championships in Athletics,19,Constantina Dita,ROU,2:36:28
Marathon women,7th IAAF World Championships in Athletics,20,Silvana Trampuz,AUS,2:36:49
Marathon women,7th IAAF World Championships in Athletics,21,Mónica Pont,ESP,2:36:57
Marathon women,7th IAAF World Championships in Athletics,22,Manuela Zipse,GER,2:37:24
Marathon women,7th IAAF World Championships in Athletics,23,Kerryn McCann,AUS,2:38:31
Marathon women,7th IAAF World Championships in Athletics,24,Anke Laws,GER,2:38:57
Marathon women,7th IAAF World Championships in Athletics,25,Camelia Alina Tecuţă-Gherasim,ROU,2:39:29
Marathon women,7th IAAF World Championships in Athletics,26,Gadissie Edatto,ETH,2:40:03
Marathon women,7th IAAF World Championships in Athletics,27,Elizabeth Mungudhi,NAM,2:40:07
Marathon women,7th IAAF World Championships in Athletics,28,Angelines Rodriguez,ESP,2:40:10
Marathon women,7th IAAF World Championships in Athletics,29,Zinaida Semenova,RUS,2:41:33
Marathon women,7th IAAF World Championships in Athletics,30,Jane Salumäe,EST,2:41:50
Marathon women,7th IAAF World Championships in Athletics,31,Fátima Silva,POR,2:42:55
Marathon women,7th IAAF World Championships in Athletics,32,Marie Boyd,USA,2:44:16
Marathon women,7th IAAF World Championships in Athletics,33,María Luisa Muñoz,ESP,2:45:00
Marathon women,7th IAAF World Championships in Athletics,34,Lete Yesus Berehe,ETH,2:45:28
Marathon women,7th IAAF World Championships in Athletics,35,Maria Trujillo,USA,2:46:36
Marathon women,7th IAAF World Championships in Athletics,36,Mary Lynn Currier,USA,2:48:05
Marathon women,7th IAAF World Championships in Athletics,37,Mimi Corcoran,USA,2:49:21
Marathon women,7th IAAF World Championships in Athletics,38,Cindy Keeler,USA,2:53:04
Marathon women,7th IAAF World Championships in Athletics,39,Sarah Mahlangu,RSA,2:54:12
Marathon women,7th IAAF World Championships in Athletics,40,Anna Markelova,TKM,2:58:04   PB
Marathon women,7th IAAF World Championships in Athletics,41,Gina Coello,HON,2:58:11   NR
Marathon women,7th IAAF World Championships in Athletics,42,Gulsara Dadabaeva,TJK,3:23:01   PB
