event,event_name,position,athelete,country,mark
Long Jump women,13th IAAF World Championships in Athletics,1,Brittney REESE,USA,6.82
Long Jump women,13th IAAF World Championships in Athletics,2,Ineta Radeviča,LAT,6.76
Long Jump women,13th IAAF World Championships in Athletics,3,Nastassia MIRONCHYK-IVANOVA,BLR,6.74
Long Jump women,13th IAAF World Championships in Athletics,4,Carolina Klüft,SWE,6.56
Long Jump women,13th IAAF World Championships in Athletics,5,Janay DeLoach,USA,6.56
Long Jump women,13th IAAF World Championships in Athletics,6,Darya KLISHINA,RUS,6.50
Long Jump women,13th IAAF World Championships in Athletics,7,Karin Mey Melis,TUR,6.44
Long Jump women,13th IAAF World Championships in Athletics,8,Mayookha Johny,IND,6.37
Long Jump women,13th IAAF World Championships in Athletics,9,Naide Gomes,POR,6.26
Long Jump women,13th IAAF World Championships in Athletics,10,Maurren Higa Maggi,BRA,6.17
