event,event_name,position,athelete,country,mark
High Jump women,4th IAAF World Championships in Athletics,1,Ioamnet Quintero,CUB,1.99
High Jump women,4th IAAF World Championships in Athletics,2,Silvia Costa,CUB,1.97
High Jump women,4th IAAF World Championships in Athletics,3,Sigrid Kirchmann,AUT,1.97
High Jump women,4th IAAF World Championships in Athletics,4,Alina Astafei,ROU,1.94
High Jump women,4th IAAF World Championships in Athletics,4,Yelena Gulyayeva,RUS,1.94
High Jump women,4th IAAF World Championships in Athletics,6,Antonella Bevilacqua,ITA,1.94
High Jump women,4th IAAF World Championships in Athletics,7,Tanya Hughes,USA,1.91
High Jump women,4th IAAF World Championships in Athletics,8,Valentina Gotovska,LAT,1.91
High Jump women,4th IAAF World Championships in Athletics,9,Katarzyna Majchrzak,POL,1.88
High Jump women,4th IAAF World Championships in Athletics,9,Hanne Haugland,NOR,1.88
High Jump women,4th IAAF World Championships in Athletics,11,Yelena Topchina,RUS,1.88
High Jump women,4th IAAF World Championships in Athletics,11,Svetlana Zalevskaya,KAZ,1.88
High Jump women,4th IAAF World Championships in Athletics,11,Britta Bilac,SLO,1.88
