event,event_name,position,athelete,country,mark
5000 Metres men,3rd IAAF World Championships in Athletics,1,Yobes Ondieki,KEN,13:14.45  CR
5000 Metres men,3rd IAAF World Championships in Athletics,2,Fita Bayisa,ETH,13:16.64
5000 Metres men,3rd IAAF World Championships in Athletics,3,Brahim Boutayeb,MAR,13:22.70
5000 Metres men,3rd IAAF World Championships in Athletics,4,Dieter Baumann,GER,13:28.67
5000 Metres men,3rd IAAF World Championships in Athletics,5,Domingos Castro,POR,13:28.88
5000 Metres men,3rd IAAF World Championships in Athletics,6,Khalid Skah,MAR,13:32.90
5000 Metres men,3rd IAAF World Championships in Athletics,7,Risto Ulmala,FIN,13:33.46
5000 Metres men,3rd IAAF World Championships in Athletics,8,Dionisio Castro,POR,13:35.39
5000 Metres men,3rd IAAF World Championships in Athletics,9,Robert Denmark,GBR,13:36.24
5000 Metres men,3rd IAAF World Championships in Athletics,10,Ibrahim Kinuthia,KEN,13:38.96
5000 Metres men,3rd IAAF World Championships in Athletics,11,Abel Antón,ESP,13:39.00
5000 Metres men,3rd IAAF World Championships in Athletics,12,Bob Kennedy,USA,13:54.47
5000 Metres men,3rd IAAF World Championships in Athletics,13,Gary Staines,GBR,13:58.26
5000 Metres men,3rd IAAF World Championships in Athletics,14,Doug Padilla,USA,14:36.18
