event,event_name,position,athelete,country,mark
Hammer Throw women,13th IAAF World Championships in Athletics,1,Tatyana Beloborodova,RUS,77.13
Hammer Throw women,13th IAAF World Championships in Athletics,2,Betty Heidler,GER,76.06
Hammer Throw women,13th IAAF World Championships in Athletics,3,Wenxiu Zhang,CHN,75.03
Hammer Throw women,13th IAAF World Championships in Athletics,4,Yipsi Moreno,CUB,74.48
Hammer Throw women,13th IAAF World Championships in Athletics,5,Anita Włodarczyk,POL,73.56
Hammer Throw women,13th IAAF World Championships in Athletics,6,Bianca Florentina Ghelber,ROU,72.04
Hammer Throw women,13th IAAF World Championships in Athletics,7,Kathrin Klaas,GER,71.89
Hammer Throw women,13th IAAF World Championships in Athletics,8,Silvia Salis,ITA,69.88
Hammer Throw women,13th IAAF World Championships in Athletics,9,Jennifer Dahlgren,ARG,69.72
Hammer Throw women,13th IAAF World Championships in Athletics,10,Jessica Cosby Toruga,USA,68.91
Hammer Throw women,13th IAAF World Championships in Athletics,11,Stéphanie Falzon,FRA,66.57
