event,event_name,position,athelete,country,mark
Long Jump men,13th IAAF World Championships in Athletics,1,Dwight Phillips,USA,8.45
Long Jump men,13th IAAF World Championships in Athletics,2,Mitchell Watt,AUS,8.33
Long Jump men,13th IAAF World Championships in Athletics,3,Ngonidzashe Makusha,ZIM,8.29
Long Jump men,13th IAAF World Championships in Athletics,4,Yahya Berrabah,MAR,8.23
Long Jump men,13th IAAF World Championships in Athletics,5,Luvo Manyonga,RSA,8.21
Long Jump men,13th IAAF World Championships in Athletics,6,Aleksandr Menkov,RUS,8.19
Long Jump men,13th IAAF World Championships in Athletics,7,Christian Reif,GER,8.19
Long Jump men,13th IAAF World Championships in Athletics,8,Sebastian Bayer,GER,8.17
Long Jump men,13th IAAF World Championships in Athletics,9,Will Claye,USA,8.10
Long Jump men,13th IAAF World Championships in Athletics,10,Marcos Chuva,POR,8.05
Long Jump men,13th IAAF World Championships in Athletics,11,Christopher Tomlinson,GBR,7.87
