event,event_name,position,athelete,country,mark
Shot Put men,1st IAAF World Championships in Athletics,1,Edward Sarul,POL,21.39
Shot Put men,1st IAAF World Championships in Athletics,2,Ulf Timmermann,GDR,21.16
Shot Put men,1st IAAF World Championships in Athletics,3,Remigius Machura,TCH,20.98
Shot Put men,1st IAAF World Championships in Athletics,4,Dave Laut,USA,20.60
Shot Put men,1st IAAF World Championships in Athletics,5,Janis Bojars,URS,20.32
Shot Put men,1st IAAF World Championships in Athletics,6,Udo Beyer,GDR,20.09
Shot Put men,1st IAAF World Championships in Athletics,7,Alessandro Andrei,ITA,20.07
Shot Put men,1st IAAF World Championships in Athletics,8,Aulis Akonniemi,FIN,19.85
Shot Put men,1st IAAF World Championships in Athletics,9,Vladimir Milic,YUG,19.71
Shot Put men,1st IAAF World Championships in Athletics,10,Mike Lehmann,USA,19.69
Shot Put men,1st IAAF World Championships in Athletics,11,Josef Kubeš,TCH,19.67
Shot Put men,1st IAAF World Championships in Athletics,12,Ivan Ivancic,YUG,19.52
