event,event_name,position,athelete,country,mark
5000 Metres women,10th IAAF World Championships in Athletics,1,Tirunesh Dibaba,ETH,14:38.59  CR
5000 Metres women,10th IAAF World Championships in Athletics,2,Meseret Defar,ETH,14:39.54
5000 Metres women,10th IAAF World Championships in Athletics,3,Ejegayehu Dibaba,ETH,14:42.47
5000 Metres women,10th IAAF World Championships in Athletics,4,Meselech Melkamu,ETH,14:43.47
5000 Metres women,10th IAAF World Championships in Athletics,5,Huina Xing,CHN,14:43.64  PB
5000 Metres women,10th IAAF World Championships in Athletics,6,Zakia Mrisho,TAN,14:43.87  NR
5000 Metres women,10th IAAF World Championships in Athletics,7,Priscah Jepleting Cherono,KEN,14:44.00  PB
5000 Metres women,10th IAAF World Championships in Athletics,8,Isabella Bosibori Ochichi,KEN,14:45.14  PB
5000 Metres women,10th IAAF World Championships in Athletics,9,Liliya Shobukhova,RUS,14:47.07  PB
5000 Metres women,10th IAAF World Championships in Athletics,10,Volha Krautsova,BLR,14:47.75  NR
5000 Metres women,10th IAAF World Championships in Athletics,11,Yingjie Sun,CHN,14:51.19  SB
5000 Metres women,10th IAAF World Championships in Athletics,12,Kayoko Fukushi,JPN,14:59.92
5000 Metres women,10th IAAF World Championships in Athletics,13,Susanne Wigene,NOR,15:00.23
5000 Metres women,10th IAAF World Championships in Athletics,14,Marta Domínguez,ESP,15:02.30
5000 Metres women,10th IAAF World Championships in Athletics,15,Joanne Pavey,GBR,15:14.37
