event,event_name,position,athelete,country,mark
Long Jump men,"World Athletics Championships, Oregon 2022",1,Jianan WANG,CHN,8.36
Long Jump men,"World Athletics Championships, Oregon 2022",2,Miltiadis TENTOGLOU,GRE,8.32
Long Jump men,"World Athletics Championships, Oregon 2022",3,Simon EHAMMER,SUI,8.16
Long Jump men,"World Athletics Championships, Oregon 2022",4,Maykel MASSÓ,CUB,8.15
Long Jump men,"World Athletics Championships, Oregon 2022",5,Steffin MCCARTER,USA,8.04
Long Jump men,"World Athletics Championships, Oregon 2022",6,Marquis DENDY,USA,8.02
Long Jump men,"World Athletics Championships, Oregon 2022",7,. SREESHANKAR,IND,7.96
Long Jump men,"World Athletics Championships, Oregon 2022",8,Eusebio CÁCERES,ESP,7.93
Long Jump men,"World Athletics Championships, Oregon 2022",9,Wayne PINNOCK,JAM,7.88
Long Jump men,"World Athletics Championships, Oregon 2022",10,Yuki HASHIOKA,JPN,7.86
Long Jump men,"World Athletics Championships, Oregon 2022",11,Thobias MONTLER,SWE,7.81
Long Jump men,"World Athletics Championships, Oregon 2022",12,Henry FRAYNE,AUS,7.80
