event,event_name,position,athelete,country,mark
Pole Vault women,13th IAAF World Championships in Athletics,1,Fabiana Murer,BRA,4.85
Pole Vault women,13th IAAF World Championships in Athletics,2,Martina Strutz,GER,4.80
Pole Vault women,13th IAAF World Championships in Athletics,3,Svetlana Feofanova,RUS,4.75
Pole Vault women,13th IAAF World Championships in Athletics,4,Jennifer Suhr,USA,4.70
Pole Vault women,13th IAAF World Championships in Athletics,5,Yarisley Silva,CUB,4.70
Pole Vault women,13th IAAF World Championships in Athletics,6,Elena Isinbaeva,RUS,4.65
Pole Vault women,13th IAAF World Championships in Athletics,7,Jirina Ptácníková,CZE,4.65
Pole Vault women,13th IAAF World Championships in Athletics,8,Nikoleta Kiriakopoulou,GRE,4.65
Pole Vault women,13th IAAF World Championships in Athletics,9,Silke Spiegelburg,GER,4.65
Pole Vault women,13th IAAF World Championships in Athletics,10,Kristina Gadschiew,GER,4.55
Pole Vault women,13th IAAF World Championships in Athletics,10,Anna Rogowska,POL,4.55
Pole Vault women,13th IAAF World Championships in Athletics,10,Monika Pyrek,POL,4.55
