event,event_name,position,athelete,country,mark
Long Jump women,9th IAAF World Championships in Athletics,1,Eunice Barber,FRA,6.99
Long Jump women,9th IAAF World Championships in Athletics,2,Tatyana Kotova,RUS,6.74
Long Jump women,9th IAAF World Championships in Athletics,3,Anju Bobby George,IND,6.70
Long Jump women,9th IAAF World Championships in Athletics,4,Jade Johnson,GBR,6.63
Long Jump women,9th IAAF World Championships in Athletics,5,Olga Rublyova,RUS,6.58
Long Jump women,9th IAAF World Championships in Athletics,6,Tünde Vaszi,HUN,6.53
Long Jump women,9th IAAF World Championships in Athletics,7,Bronwyn Thompson,AUS,6.48
Long Jump women,9th IAAF World Championships in Athletics,8,Grace Upshaw,USA,6.47
Long Jump women,9th IAAF World Championships in Athletics,9,Fiona May,ITA,6.46
Long Jump women,9th IAAF World Championships in Athletics,10,Lyudmila Galkina,RUS,6.45
Long Jump women,9th IAAF World Championships in Athletics,11,Valentina Gotovska,LAT,6.43
Long Jump women,9th IAAF World Championships in Athletics,12,Concepción Montaner,ESP,6.37
