event,event_name,position,athelete,country,mark
Triple Jump women,IAAF World Championships London 2017,1,Yulimar Rojas,VEN,14.91
Triple Jump women,IAAF World Championships London 2017,2,Caterine Ibarguen,COL,14.89
Triple Jump women,IAAF World Championships London 2017,3,Olga Rypakova,KAZ,14.77
Triple Jump women,IAAF World Championships London 2017,4,Hanna Knyazyeva-Minenko,ISR,14.42
Triple Jump women,IAAF World Championships London 2017,5,Kristin Gierisch,GER,14.33
Triple Jump women,IAAF World Championships London 2017,6,Anna Jagaciak,POL,14.25
Triple Jump women,IAAF World Championships London 2017,7,Ana Peleteiro,ESP,14.23
Triple Jump women,IAAF World Championships London 2017,8,Shanieka Ricketts,JAM,14.13
Triple Jump women,IAAF World Championships London 2017,9,Patrícia Mamona,POR,14.12
Triple Jump women,IAAF World Championships London 2017,10,Kimberly Williams,JAM,14.01
Triple Jump women,IAAF World Championships London 2017,11,Susana Costa,POR,13.99
Triple Jump women,IAAF World Championships London 2017,12,Neele Eckhardt,GER,13.97
