event,event_name,position,athelete,country,mark
Shot Put men,15th IAAF World Championships,1,Joe Kovacs,USA,21.93
Shot Put men,15th IAAF World Championships,2,David Storl,GER,21.74
Shot Put men,15th IAAF World Championships,3,O'Dayne Richards,JAM,21.69
Shot Put men,15th IAAF World Championships,4,Tomas Walsh,NZL,21.58
Shot Put men,15th IAAF World Championships,5,Reese Hoffa,USA,21.00
Shot Put men,15th IAAF World Championships,6,Tomasz Majewski,POL,20.82
Shot Put men,15th IAAF World Championships,7,Asmir Kolašinac,SRB,20.71
Shot Put men,15th IAAF World Championships,8,Jacko Gill,NZL,20.11
Shot Put men,15th IAAF World Championships,9,Germán Lauro,ARG,19.70
Shot Put men,15th IAAF World Championships,10,Jan Marcell,CZE,19.69
Shot Put men,15th IAAF World Championships,11,Inderjeet Singh,IND,19.52
