event,event_name,position,athelete,country,mark
20 Kilometres Race Walk women,10th IAAF World Championships in Athletics,1,Olimpiada Ivanova,RUS,1:25:41  WR
20 Kilometres Race Walk women,10th IAAF World Championships in Athletics,2,Ryta Turava,BLR,1:27:05  NR
20 Kilometres Race Walk women,10th IAAF World Championships in Athletics,3,Susana Feitor,POR,1:28:44  SB
20 Kilometres Race Walk women,10th IAAF World Championships in Athletics,4,María Vasco,ESP,1:28:51  SB
20 Kilometres Race Walk women,10th IAAF World Championships in Athletics,5,Barbora Dibelková,CZE,1:29:05  NR
20 Kilometres Race Walk women,10th IAAF World Championships in Athletics,6,Athiná Papayiánni,GRE,1:29:21  SB
20 Kilometres Race Walk women,10th IAAF World Championships in Athletics,7,Elisa Rigaudo,ITA,1:29:52
20 Kilometres Race Walk women,10th IAAF World Championships in Athletics,8,Claudia Stef,ROU,1:30:07
20 Kilometres Race Walk women,10th IAAF World Championships in Athletics,9,Hongjuan Song,CHN,1:30:32
20 Kilometres Race Walk women,10th IAAF World Championships in Athletics,10,Yuliya Voyevodina,RUS,1:30:34
20 Kilometres Race Walk women,10th IAAF World Championships in Athletics,11,Melanie Seeger,GER,1:31:00
20 Kilometres Race Walk women,10th IAAF World Championships in Athletics,12,Kristina Saltanovič,LTU,1:31:23  SB
20 Kilometres Race Walk women,10th IAAF World Championships in Athletics,13,Elena Ginko,BLR,1:31:36
20 Kilometres Race Walk women,10th IAAF World Championships in Athletics,14,Ana Maria Groza,ROU,1:31:48  SB
20 Kilometres Race Walk women,10th IAAF World Championships in Athletics,15,Vera Santos,POR,1:32:17
20 Kilometres Race Walk women,10th IAAF World Championships in Athletics,16,Maria Teresa Gargallo,ESP,1:32:24
20 Kilometres Race Walk women,10th IAAF World Championships in Athletics,17,Svetlana Tolstaya,KAZ,1:32:40
20 Kilometres Race Walk women,10th IAAF World Championships in Athletics,18,Tatyana Gudkova,RUS,1:33:05
20 Kilometres Race Walk women,10th IAAF World Championships in Athletics,19,Geovana Irusta,BOL,1:33:19  SB
20 Kilometres Race Walk women,10th IAAF World Championships in Athletics,20,Jane Saville,AUS,1:33:44
20 Kilometres Race Walk women,10th IAAF World Championships in Athletics,21,Cheryl Webb,AUS,1:33:58
20 Kilometres Race Walk women,10th IAAF World Championships in Athletics,22,Jolanta Dukure,LAT,1:34:24  SB
20 Kilometres Race Walk women,10th IAAF World Championships in Athletics,23,Sabine Krantz,GER,1:34:24
20 Kilometres Race Walk women,10th IAAF World Championships in Athletics,24,Mária Gáliková,SVK,1:34:38  PB
20 Kilometres Race Walk women,10th IAAF World Championships in Athletics,25,Gisella Orsini,ITA,1:35:05
20 Kilometres Race Walk women,10th IAAF World Championships in Athletics,26,Vira Zozulya,UKR,1:35:12
20 Kilometres Race Walk women,10th IAAF World Championships in Athletics,27,Inês Henriques,POR,1:35:44
20 Kilometres Race Walk women,10th IAAF World Championships in Athletics,28,María José Poves,ESP,1:36:12
20 Kilometres Race Walk women,10th IAAF World Championships in Athletics,29,Mi-jung Kim,KOR,1:37:01
20 Kilometres Race Walk women,10th IAAF World Championships in Athletics,30,Sonata Milušauskaité,LTU,1:37:17
20 Kilometres Race Walk women,10th IAAF World Championships in Athletics,31,Mayumi Kawasaki,JPN,1:37:30
20 Kilometres Race Walk women,10th IAAF World Championships in Athletics,32,Monica Svensson,SWE,1:38:11
20 Kilometres Race Walk women,10th IAAF World Championships in Athletics,33,María Graciela Mendoza,MEX,1:39:56
20 Kilometres Race Walk women,10th IAAF World Championships in Athletics,34,Mabel Oncebay,PER,1:40:46
20 Kilometres Race Walk women,10th IAAF World Championships in Athletics,35,Outi Sillanpää,FIN,1:41:03
