event,event_name,position,athelete,country,mark
1500m Wheelchair women,11th IAAF World Championships in Athletics,1,Chantal Petitclerc,CAN,3:37.10
1500m Wheelchair women,11th IAAF World Championships in Athletics,2,Edith Hunkeler,SUI,3:37.49
1500m Wheelchair women,11th IAAF World Championships in Athletics,3,Jessica Galli,USA,3:37.77
1500m Wheelchair women,11th IAAF World Championships in Athletics,4,Amanda McGrory,USA,3:38.02
1500m Wheelchair women,11th IAAF World Championships in Athletics,5,Wakako Tsuchida,JPN,3:39.31
1500m Wheelchair women,11th IAAF World Championships in Athletics,6,Diane Roy,CAN,3:40.38  PB
1500m Wheelchair women,11th IAAF World Championships in Athletics,7,Kazu Hatanaka,JPN,3:40.47
1500m Wheelchair women,11th IAAF World Championships in Athletics,8,Shelley Woods,GBR,3:40.84
1500m Wheelchair women,11th IAAF World Championships in Athletics,9,Sandra Graf-Mittelholzer,SUI,3:41.13
1500m Wheelchair women,11th IAAF World Championships in Athletics,10,Tatyana McFadden,USA,3:41.20
