event,event_name,position,athelete,country,mark
1500 Metres men,IAAF World Championships London 2017,1,Elijah Motonei MANANGOI,KEN,3:33.61
1500 Metres men,IAAF World Championships London 2017,2,Timothy CHERUIYOT,KEN,3:33.99
1500 Metres men,IAAF World Championships London 2017,3,Filip INGEBRIGTSEN,NOR,3:34.53
1500 Metres men,IAAF World Championships London 2017,4,Adel MECHAAL,ESP,3:34.71
1500 Metres men,IAAF World Championships London 2017,5,Jakub HOLUŠA,CZE,3:34.89
1500 Metres men,IAAF World Championships London 2017,6,Marcin LEWANDOWSKI,POL,3:36.02
1500 Metres men,IAAF World Championships London 2017,7,Nick WILLIS,NZL,3:36.82
1500 Metres men,IAAF World Championships London 2017,8,Asbel Kiprop,KEN,3:37.24
1500 Metres men,IAAF World Championships London 2017,9,John GREGOREK,USA,3:37.56
1500 Metres men,IAAF World Championships London 2017,10,Fouad El Kaam,MAR,3:37.72
1500 Metres men,IAAF World Championships London 2017,11,Chris O'Hare,GBR,3:38.28
