event,event_name,position,athelete,country,mark
High Jump women,5th IAAF World Championships in Athletics,1,Stefka Kostadinova,BUL,2.01
High Jump women,5th IAAF World Championships in Athletics,2,Alina Astafei,GER,1.99
High Jump women,5th IAAF World Championships in Athletics,3,Inha Babakova,UKR,1.99
High Jump women,5th IAAF World Championships in Athletics,4,Tatyana Babashkina,RUS,1.96
High Jump women,5th IAAF World Championships in Athletics,5,Tatyana Shevchik,BLR,1.96
High Jump women,5th IAAF World Championships in Athletics,6,Hanne Haugland,NOR,1.96
High Jump women,5th IAAF World Championships in Athletics,7,Svetlana Isaeva-Leseva,BUL,1.93
High Jump women,5th IAAF World Championships in Athletics,8,Nele Zilinskiené,LTU,1.93
High Jump women,5th IAAF World Championships in Athletics,8,Amy Acuff,USA,1.93
High Jump women,5th IAAF World Championships in Athletics,10,Yelena Topchina,RUS,1.93
High Jump women,5th IAAF World Championships in Athletics,11,Viktoriya Fyodorova,RUS,1.90
High Jump women,5th IAAF World Championships in Athletics,12,Tatyana Khramova,BLR,1.85
