event,event_name,position,athelete,country,mark
5000 Metres women,13th IAAF World Championships in Athletics,1,Vivian Jepkemoi Cheruiyot,KEN,14:55.36
5000 Metres women,13th IAAF World Championships in Athletics,2,Sylvia Jebiwott Kibet,KEN,14:56.21
5000 Metres women,13th IAAF World Championships in Athletics,3,Meseret Defar,ETH,14:56.94
5000 Metres women,13th IAAF World Championships in Athletics,4,Sentayehu Ejigu,ETH,14:59.99
5000 Metres women,13th IAAF World Championships in Athletics,5,Mercy Cherono,KEN,15:00.23
5000 Metres women,13th IAAF World Championships in Athletics,6,Linet Chepkwemoi Masai,KEN,15:01.01
5000 Metres women,13th IAAF World Championships in Athletics,7,Lauren Fleshman,USA,15:09.25
5000 Metres women,13th IAAF World Championships in Athletics,8,Genzebe Dibaba,ETH,15:09.35
5000 Metres women,13th IAAF World Championships in Athletics,9,Tejitu Daba,BRN,15:14.62  PB
5000 Metres women,13th IAAF World Championships in Athletics,10,Yelena Zadorozhnaya,RUS,15:15.48
5000 Metres women,13th IAAF World Championships in Athletics,11,Zakia Mrisho,TAN,15:18.81  SB
5000 Metres women,13th IAAF World Championships in Athletics,12,Helen Clitheroe,GBR,15:21.22
5000 Metres women,13th IAAF World Championships in Athletics,13,Hitomi Niiya,JPN,15:41.67
5000 Metres women,13th IAAF World Championships in Athletics,14,Amy Cragg,USA,15:56.06
