event,event_name,position,athelete,country,mark
Discus Throw men,6th IAAF World Championships In Athletics,1,Lars Riedel,GER,68.54
Discus Throw men,6th IAAF World Championships In Athletics,2,Virgilijus Alekna,LTU,66.70
Discus Throw men,6th IAAF World Championships In Athletics,3,Jürgen Schult,GER,66.14
Discus Throw men,6th IAAF World Championships In Athletics,4,Vladimir Dubrovshchik,BLR,66.12
Discus Throw men,6th IAAF World Championships In Athletics,5,John Godina,USA,65.40
Discus Throw men,6th IAAF World Championships In Athletics,6,Andreas Seelig,GER,64.48
Discus Throw men,6th IAAF World Championships In Athletics,7,Adam Setliff,USA,63.44
Discus Throw men,6th IAAF World Championships In Athletics,8,Robert Weir,GBR,63.06
Discus Throw men,6th IAAF World Championships In Athletics,9,Jason Tunks,CAN,62.30
Discus Throw men,6th IAAF World Championships In Athletics,10,Vitaliy Sidorov,UKR,60.32
Discus Throw men,6th IAAF World Championships In Athletics,11,Vasili Kaptyukh,BLR,60.12
Discus Throw men,6th IAAF World Championships In Athletics,12,Aleksander Tammert,EST,59.44
