event,event_name,position,athelete,country,mark
Pole Vault men,"World Athletics Championships, Oregon 2022",1,Armand DUPLANTIS,SWE,6.21
Pole Vault men,"World Athletics Championships, Oregon 2022",2,Christopher NILSEN,USA,5.94
Pole Vault men,"World Athletics Championships, Oregon 2022",3,Ernest John OBIENA,PHI,5.94
Pole Vault men,"World Athletics Championships, Oregon 2022",4,Thiago BRAZ,BRA,5.87
Pole Vault men,"World Athletics Championships, Oregon 2022",5,Oleg ZERNIKEL,GER,5.87
Pole Vault men,"World Athletics Championships, Oregon 2022",5,Renaud LAVILLENIE,FRA,5.87
Pole Vault men,"World Athletics Championships, Oregon 2022",7,Bo Kanda LITA BAEHRE,GER,5.87
Pole Vault men,"World Athletics Championships, Oregon 2022",8,Ersu ŞAŞMA,TUR,5.80
Pole Vault men,"World Athletics Championships, Oregon 2022",9,Pål Haugen LILLEFOSSE,NOR,5.80
Pole Vault men,"World Athletics Championships, Oregon 2022",10,Sondre GUTTORMSEN,NOR,5.70
Pole Vault men,"World Athletics Championships, Oregon 2022",11,Ben BROEDERS,BEL,5.70
