event,event_name,position,athelete,country,mark
Long Jump men,9th IAAF World Championships in Athletics,1,Dwight Phillips,USA,8.32
Long Jump men,9th IAAF World Championships in Athletics,2,James Beckford,JAM,8.28
Long Jump men,9th IAAF World Championships in Athletics,3,Yago Lamela,ESP,8.22
Long Jump men,9th IAAF World Championships in Athletics,4,Ignisious Gaisah,GHA,8.13
Long Jump men,9th IAAF World Championships in Athletics,5,Hussein Taher Al-Sabee,KSA,8.10
Long Jump men,9th IAAF World Championships in Athletics,6,Volodymyr Zyuskov,UKR,8.08
Long Jump men,9th IAAF World Championships in Athletics,7,Walter Davis,USA,8.02
Long Jump men,9th IAAF World Championships in Athletics,8,Osbourne Moxey,BAH,7.93
Long Jump men,9th IAAF World Championships in Athletics,9,Christopher Tomlinson,GBR,7.93
Long Jump men,9th IAAF World Championships in Athletics,10,Bogdan Tarus,ROU,7.84
Long Jump men,9th IAAF World Championships in Athletics,11,Luis Felipe Méliz,CUB,7.73
Long Jump men,9th IAAF World Championships in Athletics,12,Loúis Tsátoumas,GRE,7.72
